TL,TM,TR,CL,CM,CR,BL,BM,BR,probe,corr
Z,V,X,*,*,*,F,D,J,z,left
D,Q,N,*,*,*,F,Z,L,g,down
B,K,D,*,*,*,Y,R,X,x,left
P,X,C,*,*,*,J,M,R,n,down
Y,P,Q,*,*,*,K,L,R,r,left
G,L,X,*,*,*,H,T,Z,s,down
Z,M,X,*,*,*,K,J,B,j,left
G,M,Q,*,*,*,N,P,V,r,down
L,N,Y,*,*,*,T,F,Z,t,left
D,F,R,*,*,*,M,H,K,v,down
P,C,F,*,*,*,J,L,S,p,left
B,X,L,*,*,*,J,S,Q,y,down
L,F,H,*,*,*,V,R,B,l,left
G,Q,J,*,*,*,P,C,Z,f,down
D,F,G,*,*,*,H,V,K,g,left
N,G,S,*,*,*,D,L,Z,f,down
C,X,T,*,*,*,M,N,L,x,left
G,C,N,*,*,*,L,D,R,v,down
G,B,N,*,*,*,S,C,L,g,left
H,G,Q,*,*,*,L,Z,J,n,down
F,L,Y,*,*,*,R,Q,P,l,left
P,M,S,*,*,*,R,D,J,v,down
K,D,X,*,*,*,H,L,Z,x,left
B,Q,K,*,*,*,D,X,L,s,down
Q,S,Z,*,*,*,N,D,K,n,left
N,S,J,*,*,*,B,Z,M,c,down
Y,S,X,*,*,*,C,H,Q,x,left
B,S,K,*,*,*,D,R,N,t,down
F,C,G,*,*,*,R,Z,N,f,left
M,D,V,*,*,*,F,Z,C,p,down
Y,R,F,*,*,*,N,B,G,g,left
B,V,D,*,*,*,J,S,Q,h,down
M,T,G,*,*,*,L,B,V,g,left
D,V,M,*,*,*,Q,G,T,k,down
S,N,M,*,*,*,X,Y,T,y,left
V,D,S,*,*,*,H,K,X,t,down
X,Q,L,*,*,*,Z,K,P,k,left
Q,M,Y,*,*,*,N,P,L,t,down
H,C,N,*,*,*,V,D,J,d,left
Z,G,Q,*,*,*,F,M,P,s,down
Y,P,F,*,*,*,N,V,S,y,left
F,T,L,*,*,*,Y,C,H,g,down
H,Z,J,*,*,*,B,G,Q,g,left
P,M,J,*,*,*,L,Q,N,v,down
Y,H,G,*,*,*,K,B,Q,q,left
R,D,K,*,*,*,P,C,H,v,down
Y,V,M,*,*,*,D,N,R,d,left
T,Q,K,*,*,*,B,V,Z,x,down
B,C,D,*,*,*,Y,Q,J,c,left
L,Y,S,*,*,*,B,Q,X,j,down
Y,H,N,*,*,*,K,B,S,y,left
R,B,K,*,*,*,M,T,N,v,down
G,J,C,*,*,*,K,B,M,c,left
H,Y,Z,*,*,*,N,M,S,b,down
J,T,F,*,*,*,X,M,V,f,left
T,N,L,*,*,*,H,B,S,z,down
N,M,C,*,*,*,G,V,R,c,left
T,B,M,*,*,*,F,Q,Y,k,down
B,D,V,*,*,*,G,R,L,g,left
M,B,Z,*,*,*,G,H,D,p,down
N,D,M,*,*,*,B,K,X,m,left
X,V,B,*,*,*,J,C,R,d,down
P,K,C,*,*,*,B,H,Y,p,left
S,X,C,*,*,*,B,J,P,z,down
M,G,H,*,*,*,J,X,R,g,left
J,H,B,*,*,*,C,K,N,v,down
V,B,Q,*,*,*,N,H,F,v,left
V,F,H,*,*,*,M,Y,G,t,down
T,N,B,*,*,*,S,L,J,l,left
G,C,D,*,*,*,J,L,Z,f,down
T,N,J,*,*,*,M,F,P,t,left
D,J,T,*,*,*,P,R,B,x,down
T,H,Y,*,*,*,D,J,L,l,left
X,G,Y,*,*,*,D,S,K,n,down
T,S,H,*,*,*,D,Y,V,d,left
Z,G,H,*,*,*,D,K,P,n,down
T,J,Z,*,*,*,S,C,P,j,left
Y,Z,J,*,*,*,F,R,B,h,down
L,V,N,*,*,*,J,D,Y,l,left
D,B,Y,*,*,*,Z,K,S,n,down
D,L,K,*,*,*,H,N,B,k,left
R,V,B,*,*,*,T,L,Q,z,down
F,C,H,*,*,*,M,R,N,r,left
S,H,P,*,*,*,B,C,F,y,down
Z,J,T,*,*,*,X,S,H,j,left
B,Q,F,*,*,*,G,P,S,c,down
K,V,X,*,*,*,Z,H,Q,q,left
R,Q,S,*,*,*,P,X,N,v,down
G,N,M,*,*,*,Q,H,D,q,left
K,P,Y,*,*,*,V,S,R,f,down
J,N,P,*,*,*,Z,M,C,j,left
X,H,M,*,*,*,B,F,G,z,down
F,G,R,*,*,*,H,P,T,f,left
T,V,J,*,*,*,Q,Z,H,l,down
P,M,Q,*,*,*,G,R,T,t,left
L,K,F,*,*,*,R,Y,C,m,down
S,T,K,*,*,*,Q,J,V,j,left
M,R,B,*,*,*,X,Q,G,z,down
T,K,X,*,*,*,G,V,H,v,left
M,L,S,*,*,*,X,Q,G,t,down
G,D,Y,*,*,*,C,T,M,t,left
V,K,T,*,*,*,Y,L,N,p,down
J,G,V,*,*,*,B,C,F,j,left
V,K,R,*,*,*,Z,N,M,b,down
S,D,Q,*,*,*,P,Z,K,s,left
N,X,B,*,*,*,V,S,F,d,down
B,X,Q,*,*,*,R,L,P,x,left
G,V,L,*,*,*,Y,T,H,m,down
T,V,M,*,*,*,N,L,S,v,left
G,D,Z,*,*,*,C,K,P,r,down
R,L,N,*,*,*,X,B,V,l,left
F,Z,G,*,*,*,D,S,Y,h,down
Z,S,T,*,*,*,K,Q,C,z,left
S,Z,M,*,*,*,T,Y,B,f,down
V,H,M,*,*,*,C,B,F,b,left
Y,C,K,*,*,*,N,L,D,j,down
V,K,Y,*,*,*,Z,L,J,y,left
Z,G,H,*,*,*,L,Q,B,s,down
J,X,R,*,*,*,F,T,D,j,left
D,X,R,*,*,*,L,F,Y,s,down
Z,S,V,*,*,*,Y,F,H,v,left
D,G,B,*,*,*,K,M,F,t,down
S,G,Q,*,*,*,N,P,D,n,left
N,G,Q,*,*,*,T,H,X,c,down
K,R,Z,*,*,*,Q,H,S,q,left
R,X,L,*,*,*,V,P,H,b,down
C,N,R,*,*,*,M,G,T,g,left
R,P,K,*,*,*,Y,N,M,h,down
K,V,B,*,*,*,F,Z,Q,b,left
H,X,L,*,*,*,F,Q,C,y,down
F,P,T,*,*,*,H,V,J,j,left
C,N,M,*,*,*,G,S,R,z,down
S,F,P,*,*,*,Y,J,D,p,left
Z,H,R,*,*,*,L,G,N,b,down
Z,Y,G,*,*,*,P,S,M,y,left
Z,V,Y,*,*,*,D,L,Q,s,down
H,X,M,*,*,*,N,V,R,r,left
H,L,S,*,*,*,C,B,J,d,down
R,M,G,*,*,*,K,J,S,j,left
K,H,C,*,*,*,Y,N,S,r,down
Z,T,H,*,*,*,J,K,P,t,left
X,P,Y,*,*,*,Q,N,L,c,down
P,K,H,*,*,*,Z,G,Q,q,left
B,M,D,*,*,*,Z,X,L,k,down
R,N,P,*,*,*,C,T,F,n,left
V,R,J,*,*,*,N,P,G,c,down
P,Y,V,*,*,*,J,R,M,v,left
D,X,Y,*,*,*,B,K,L,z,down
P,V,L,*,*,*,Q,T,K,q,left
X,Z,P,*,*,*,J,M,K,g,down
L,R,S,*,*,*,M,D,F,l,left
H,Z,N,*,*,*,G,S,R,v,down
N,K,V,*,*,*,R,H,F,k,left
K,D,G,*,*,*,Z,J,T,b,down
R,Y,T,*,*,*,L,F,C,f,left
F,Y,S,*,*,*,T,G,P,c,down
G,D,K,*,*,*,H,L,P,d,left
H,V,M,*,*,*,P,Y,L,n,down
J,D,C,*,*,*,M,X,H,x,left
B,N,X,*,*,*,Y,K,T,v,down
K,N,G,*,*,*,V,R,S,v,left
N,F,S,*,*,*,L,R,G,x,down
C,J,T,*,*,*,R,N,S,r,left
M,H,Y,*,*,*,C,J,F,x,down
D,R,K,*,*,*,G,Z,S,d,left
K,P,Y,*,*,*,B,Q,T,h,down
D,C,T,*,*,*,K,Z,B,c,left
L,Z,S,*,*,*,R,X,Q,n,down
V,F,X,*,*,*,C,M,H,x,left
X,G,Z,*,*,*,D,P,F,t,down
D,X,C,*,*,*,S,Y,N,x,left
K,N,L,*,*,*,R,H,V,m,down
S,J,N,*,*,*,Y,D,Q,j,left
R,Q,S,*,*,*,G,H,T,y,down
R,V,G,*,*,*,P,J,L,l,left
D,S,X,*,*,*,H,V,L,z,down
V,J,H,*,*,*,M,Q,C,m,left
B,R,T,*,*,*,X,P,D,m,down
S,N,Q,*,*,*,H,M,B,h,left
G,N,K,*,*,*,M,Q,D,z,down
B,T,L,*,*,*,J,M,V,t,left
Q,M,V,*,*,*,Z,L,R,s,down
Q,Z,B,*,*,*,J,S,R,j,left
Q,R,X,*,*,*,J,K,F,b,down
J,X,B,*,*,*,Y,P,H,x,left
Y,B,D,*,*,*,X,F,S,l,down
J,S,M,*,*,*,Q,V,L,l,left
Q,N,S,*,*,*,D,K,F,g,down
C,D,N,*,*,*,P,X,Y,n,left
B,P,K,*,*,*,H,D,Y,j,down
R,H,N,*,*,*,B,C,V,h,left
L,Y,T,*,*,*,G,V,R,s,down
P,D,N,*,*,*,T,B,C,b,left
P,Q,L,*,*,*,D,B,X,k,down
V,D,F,*,*,*,L,X,M,d,left
Q,C,G,*,*,*,K,D,M,x,down
C,V,Z,*,*,*,S,T,B,z,left
D,F,K,*,*,*,V,L,N,x,down
B,R,S,*,*,*,N,X,L,b,left
F,P,S,*,*,*,C,Q,G,t,down
L,C,G,*,*,*,X,S,V,x,left
C,J,F,*,*,*,X,L,K,p,down
X,N,H,*,*,*,Z,G,J,g,left
P,J,K,*,*,*,Z,V,G,m,down
F,X,B,*,*,*,C,S,T,c,left
S,J,C,*,*,*,G,K,Q,r,down
Z,D,V,*,*,*,N,P,G,n,left
R,B,G,*,*,*,S,F,Z,h,down
L,X,D,*,*,*,C,P,B,p,left
M,L,S,*,*,*,H,J,F,n,down
S,P,D,*,*,*,Q,H,Y,p,left
N,Z,Y,*,*,*,V,X,M,k,down
R,L,K,*,*,*,B,G,Y,l,left
M,X,V,*,*,*,B,H,L,k,down
F,G,T,*,*,*,K,B,D,t,left
H,S,K,*,*,*,P,Y,M,z,down
T,J,B,*,*,*,Z,P,Q,z,left
S,M,N,*,*,*,K,H,P,j,down
G,X,F,*,*,*,L,N,Q,x,left
B,L,M,*,*,*,J,V,Y,r,down
Y,P,N,*,*,*,V,G,Z,z,left
Z,F,D,*,*,*,T,X,S,j,down
B,X,K,*,*,*,R,G,M,r,left
Y,X,K,*,*,*,L,J,S,c,down
K,J,Q,*,*,*,X,C,G,g,left
C,R,V,*,*,*,Q,L,B,d,down
D,F,P,*,*,*,G,Q,R,p,left
Q,B,F,*,*,*,M,G,J,r,down
T,X,S,*,*,*,D,B,V,b,left
H,L,M,*,*,*,R,J,Z,f,down
Q,V,B,*,*,*,T,G,M,b,left
H,N,L,*,*,*,Z,D,X,p,down
R,D,G,*,*,*,J,B,N,j,left
T,C,M,*,*,*,P,H,N,s,down
X,Z,C,*,*,*,R,D,V,v,left
J,S,T,*,*,*,N,K,Y,b,down
L,P,Q,*,*,*,B,Z,D,p,left
K,Q,L,*,*,*,D,R,F,c,down
N,L,B,*,*,*,C,G,Y,c,left
S,B,H,*,*,*,D,Z,N,y,down
P,C,N,*,*,*,K,D,Q,n,left
T,X,P,*,*,*,L,M,Q,b,down
B,D,Y,*,*,*,C,T,F,t,left
J,C,B,*,*,*,H,Z,T,l,down
F,M,B,*,*,*,X,Z,G,b,left
K,Q,V,*,*,*,Y,L,R,m,down
H,Q,J,*,*,*,P,F,T,j,left
R,M,T,*,*,*,Q,H,D,p,down
G,V,T,*,*,*,H,N,M,h,left
B,M,F,*,*,*,N,P,Q,h,down
K,R,S,*,*,*,D,V,H,v,left
R,B,J,*,*,*,Y,D,V,s,down
B,Z,Q,*,*,*,P,X,D,d,left
V,G,M,*,*,*,R,F,X,h,down
Z,N,F,*,*,*,V,J,P,p,left
Y,L,B,*,*,*,C,V,G,k,down
G,Q,J,*,*,*,M,V,F,m,left
G,V,F,*,*,*,K,B,Q,t,down
R,S,Z,*,*,*,G,T,C,r,left
H,Y,J,*,*,*,Z,D,T,g,down
R,P,Q,*,*,*,D,F,H,h,left
N,X,Y,*,*,*,H,V,R,z,down
X,C,M,*,*,*,T,D,L,l,left
H,K,J,*,*,*,S,M,C,q,down
R,F,M,*,*,*,Y,P,J,p,left
T,Q,X,*,*,*,H,L,D,c,down
J,F,V,*,*,*,R,H,Q,h,left
C,N,Z,*,*,*,D,P,T,j,down
K,M,B,*,*,*,Y,H,F,b,left
H,T,P,*,*,*,Q,D,N,x,down
L,R,H,*,*,*,N,X,K,n,left
N,R,B,*,*,*,G,T,M,k,down
B,H,G,*,*,*,S,R,F,s,left
F,K,N,*,*,*,L,R,J,p,down
K,J,V,*,*,*,G,F,Q,j,left
M,Z,Y,*,*,*,T,D,X,g,down
V,F,D,*,*,*,Q,J,K,j,left
P,N,Z,*,*,*,T,C,M,k,down
F,S,J,*,*,*,B,R,V,v,left
N,G,L,*,*,*,X,F,D,s,down
M,P,J,*,*,*,L,Y,X,l,left
V,T,N,*,*,*,M,B,P,y,down
J,M,Z,*,*,*,V,F,Y,j,left
K,F,G,*,*,*,Z,D,Y,j,down
D,T,R,*,*,*,P,N,J,d,left
Q,V,Y,*,*,*,R,X,T,h,down
V,T,C,*,*,*,Z,N,K,c,left
J,Z,L,*,*,*,Y,B,Q,c,down
G,Q,K,*,*,*,C,J,M,m,left
V,G,K,*,*,*,T,C,F,b,down
Y,K,V,*,*,*,T,C,X,v,left
Q,J,V,*,*,*,H,K,B,m,down
D,R,F,*,*,*,K,S,V,k,left
R,V,B,*,*,*,G,Z,M,y,down
C,T,Y,*,*,*,H,Q,V,y,left
Y,M,T,*,*,*,F,P,H,d,down
H,D,S,*,*,*,J,Q,L,l,left
H,C,N,*,*,*,X,L,K,y,down
K,Q,Z,*,*,*,G,J,B,k,left
B,R,K,*,*,*,S,G,D,m,down
L,Q,Y,*,*,*,Z,B,V,z,left
L,T,G,*,*,*,H,Y,J,q,down
Z,C,B,*,*,*,T,V,X,b,left
X,F,M,*,*,*,D,V,B,l,down
T,N,G,*,*,*,Q,C,J,j,left
G,Z,Y,*,*,*,D,F,T,s,down
Q,F,B,*,*,*,G,M,T,m,left
V,F,Q,*,*,*,L,Z,T,d,down
M,B,D,*,*,*,K,J,N,j,left
X,D,C,*,*,*,K,P,S,n,down
H,V,G,*,*,*,C,F,Z,h,left
Z,B,P,*,*,*,X,N,F,h,down
K,C,B,*,*,*,L,P,M,l,left
X,D,Z,*,*,*,H,G,V,y,down
D,F,P,*,*,*,T,Y,V,f,left
X,K,L,*,*,*,G,V,T,m,down
L,K,Q,*,*,*,V,G,D,g,left
N,K,M,*,*,*,T,B,D,p,down
F,G,B,*,*,*,Z,D,C,z,left
H,K,M,*,*,*,R,L,F,c,down
V,B,D,*,*,*,M,Z,J,v,left
F,B,P,*,*,*,N,G,T,y,down
V,Q,F,*,*,*,R,K,G,r,left
Z,V,H,*,*,*,N,M,Q,p,down
T,Y,H,*,*,*,B,X,J,h,left
N,C,P,*,*,*,R,Y,Z,j,down
Y,Q,B,*,*,*,V,G,P,g,left
F,C,L,*,*,*,X,Q,N,r,down
J,L,H,*,*,*,Q,N,Z,l,left
R,M,V,*,*,*,H,L,G,t,down
J,G,P,*,*,*,Y,Q,B,y,left
R,D,Q,*,*,*,L,K,M,z,down
R,F,D,*,*,*,S,V,Z,d,left
Z,H,T,*,*,*,B,R,J,c,down
T,G,C,*,*,*,Y,X,K,k,left
B,P,X,*,*,*,D,C,R,g,down
Q,Y,N,*,*,*,X,K,C,q,left
L,N,C,*,*,*,M,G,Y,t,down
Y,G,C,*,*,*,L,J,N,y,left
H,Y,L,*,*,*,Q,M,K,x,down
C,S,X,*,*,*,P,F,G,p,left
G,J,K,*,*,*,P,R,H,d,down
J,Y,H,*,*,*,B,N,R,j,left
X,F,Y,*,*,*,L,S,B,r,down
F,T,Q,*,*,*,H,V,C,t,left
R,T,C,*,*,*,L,J,K,x,down
R,B,K,*,*,*,M,T,S,r,left
C,H,M,*,*,*,D,R,Q,t,down
G,R,Q,*,*,*,J,H,N,q,left
Z,Y,J,*,*,*,N,H,B,d,down
C,X,T,*,*,*,M,N,Q,n,left
G,S,N,*,*,*,J,M,H,r,down
Q,B,H,*,*,*,F,N,G,b,left
S,V,M,*,*,*,Y,Q,F,z,down
B,F,J,*,*,*,S,G,T,f,left
S,Y,N,*,*,*,Q,P,L,d,down
M,K,T,*,*,*,X,L,G,t,left
D,V,K,*,*,*,G,Q,C,f,down
N,F,R,*,*,*,J,H,V,f,left
M,G,Y,*,*,*,B,Q,C,s,down
D,J,L,*,*,*,H,P,T,h,left
Y,V,L,*,*,*,X,F,D,q,down
T,J,V,*,*,*,Z,N,Y,j,left
Y,K,Q,*,*,*,F,M,N,r,down
K,S,T,*,*,*,D,Q,J,j,left
F,Q,Y,*,*,*,B,D,G,x,down
Q,Z,H,*,*,*,T,Y,L,z,left
V,L,K,*,*,*,R,Z,N,j,down
S,Q,F,*,*,*,Y,M,J,j,left
C,H,Q,*,*,*,Z,J,F,v,down
Q,K,Z,*,*,*,M,P,V,p,left
P,Y,S,*,*,*,B,N,F,c,down
K,J,C,*,*,*,H,M,B,h,left
T,C,H,*,*,*,D,Y,J,s,down
C,H,G,*,*,*,D,X,B,d,left
Y,F,P,*,*,*,L,D,J,s,down
G,N,Q,*,*,*,H,M,D,g,left
G,N,S,*,*,*,D,B,V,m,down
T,P,N,*,*,*,H,G,Z,p,left
S,Q,X,*,*,*,Z,D,P,k,down
B,H,S,*,*,*,C,V,Z,v,left
L,D,N,*,*,*,S,Y,V,z,down
T,J,H,*,*,*,X,K,Q,j,left
J,P,S,*,*,*,X,T,K,r,down
X,Z,T,*,*,*,C,H,F,z,left
V,Y,F,*,*,*,K,N,M,j,down
H,C,X,*,*,*,P,D,F,h,left
S,L,G,*,*,*,N,F,B,y,down
Q,V,Y,*,*,*,N,J,D,j,left
J,M,C,*,*,*,R,Z,H,x,down
F,L,X,*,*,*,V,J,Q,x,left
K,H,P,*,*,*,J,D,V,z,down
