TL,TM,TR,CL,CM,CR,BL,BM,BR,probe,corr
V,N,L,*,D,*,J,G,P,q,down
T,M,P,*,X,*,V,D,L,m,left
M,C,Y,*,Z,*,R,F,Q,n,down
Z,P,Q,*,G,*,K,H,M,q,left
G,H,N,*,D,*,L,F,K,c,down
H,L,C,*,Q,*,J,Z,G,j,left
T,V,P,*,M,*,Z,J,Y,d,down
Q,D,K,*,V,*,Z,G,X,z,left
P,N,Z,*,Q,*,B,J,X,m,down
K,R,S,*,N,*,Q,G,D,d,left
Q,L,M,*,R,*,Z,B,D,p,down
K,B,X,*,N,*,M,Y,T,m,left
L,J,C,*,P,*,F,Q,M,g,down
C,H,S,*,T,*,B,P,Q,t,left
R,D,F,*,S,*,N,Q,T,m,down
V,Y,Z,*,S,*,B,L,H,v,left
V,Q,L,*,H,*,R,G,P,d,down
J,G,S,*,V,*,L,R,Q,g,left
F,M,V,*,S,*,H,P,Y,q,down
Z,T,V,*,G,*,D,S,F,f,left
L,C,Q,*,V,*,P,X,D,n,down
Q,X,M,*,Y,*,S,K,D,m,left
G,L,F,*,B,*,T,D,N,j,down
G,P,L,*,R,*,N,B,Z,l,left
G,L,N,*,X,*,K,S,Y,r,down
T,X,S,*,J,*,Z,Y,D,d,left
Q,S,T,*,C,*,B,L,F,n,down
P,J,T,*,R,*,G,D,H,p,left
N,P,B,*,D,*,J,C,V,r,down
B,G,D,*,Q,*,V,T,J,j,left
S,K,N,*,H,*,Z,F,M,l,down
H,S,Z,*,G,*,F,X,L,x,left
F,Q,K,*,Z,*,X,V,M,d,down
B,V,P,*,N,*,J,T,Z,t,left
B,C,R,*,P,*,V,L,D,y,down
R,N,V,*,Y,*,B,P,T,b,left
C,P,Z,*,B,*,M,D,X,r,down
J,T,N,*,B,*,Y,D,P,j,left
Z,Q,G,*,B,*,P,H,C,k,down
B,Y,H,*,G,*,M,V,S,s,left
M,D,X,*,H,*,S,Q,K,z,down
Y,G,P,*,Q,*,D,M,V,g,left
Y,M,N,*,X,*,B,J,Z,r,down
T,M,K,*,L,*,N,P,Y,y,left
M,K,F,*,J,*,G,P,Y,b,down
P,F,L,*,T,*,H,M,J,j,left
F,P,V,*,Z,*,D,T,Y,n,down
N,J,C,*,B,*,V,G,R,j,left
Z,S,M,*,R,*,B,Y,L,c,down
B,Y,F,*,C,*,R,Q,V,q,left
N,J,C,*,D,*,K,X,T,s,down
R,V,C,*,P,*,B,Q,H,q,left
G,Y,T,*,K,*,L,D,J,n,down
G,L,D,*,N,*,Z,R,M,n,left
C,G,M,*,B,*,Z,J,L,k,down
B,Q,T,*,Y,*,N,S,X,x,left
F,M,J,*,T,*,Q,N,Y,r,down
M,D,K,*,Z,*,Y,V,H,k,left
Z,M,T,*,B,*,X,V,P,k,down
Z,X,J,*,F,*,M,V,T,j,left
L,Z,J,*,C,*,Q,B,K,g,down
D,N,P,*,Y,*,S,T,K,n,left
B,H,Q,*,K,*,X,Z,G,m,down
D,L,V,*,R,*,N,C,P,d,left
H,X,J,*,Z,*,V,S,L,q,down
L,Y,G,*,T,*,H,J,B,l,left
K,J,R,*,H,*,S,L,Z,c,down
D,T,G,*,F,*,X,K,P,f,left
K,G,N,*,C,*,D,X,R,l,down
X,Q,T,*,D,*,F,L,P,d,left
N,V,Z,*,H,*,C,F,S,m,down
K,B,R,*,Z,*,D,V,L,l,left
S,B,T,*,X,*,H,J,Y,m,down
Y,B,R,*,P,*,C,Z,V,c,left
D,M,N,*,L,*,R,F,H,c,down
N,M,T,*,P,*,K,D,C,m,left
H,X,R,*,K,*,Z,N,L,b,down
Y,L,S,*,X,*,G,C,B,g,left
G,B,N,*,L,*,T,X,J,f,down
R,F,H,*,C,*,D,Q,M,c,left
P,F,C,*,H,*,V,X,M,j,down
H,C,X,*,P,*,J,F,T,x,left
Z,M,N,*,Y,*,K,H,J,c,down
J,T,Y,*,Z,*,Q,G,L,l,left
T,Z,K,*,H,*,G,Y,S,b,down
K,L,H,*,J,*,X,F,M,j,left
R,G,T,*,F,*,M,V,X,c,down
P,S,H,*,Z,*,D,F,K,h,left
K,X,G,*,F,*,H,V,N,t,down
T,Z,H,*,V,*,Q,R,D,h,left
M,B,N,*,Q,*,F,P,L,c,down
R,B,M,*,D,*,S,Q,L,m,left
K,G,C,*,Z,*,X,N,B,y,down
F,S,D,*,L,*,T,R,N,r,left
H,B,L,*,J,*,N,T,R,f,down
N,Q,X,*,Z,*,R,V,C,z,left
N,X,G,*,P,*,D,B,Z,f,down
P,F,X,*,S,*,V,K,G,g,left
P,H,Z,*,V,*,X,Q,K,n,down
C,R,X,*,N,*,J,H,P,h,left
B,X,V,*,N,*,H,K,G,l,down
S,B,Y,*,C,*,T,D,L,y,left
S,T,D,*,Z,*,R,G,L,b,down
R,D,Y,*,Z,*,P,H,K,y,left
M,V,Q,*,Z,*,K,J,R,l,down
R,J,Q,*,G,*,T,H,N,j,left
V,F,H,*,J,*,P,G,Q,d,down
Z,C,X,*,G,*,B,Y,J,c,left
S,T,X,*,H,*,C,R,M,y,down
M,Y,X,*,T,*,F,Z,P,z,left
P,H,L,*,N,*,Q,G,Z,f,down
F,P,Z,*,K,*,G,M,S,m,left
X,M,Q,*,H,*,J,Z,L,d,down
P,V,Q,*,Y,*,X,G,C,c,left
F,H,J,*,Y,*,T,N,Z,q,down
K,D,J,*,Q,*,C,S,V,k,left
P,M,J,*,Y,*,F,C,R,t,down
N,X,G,*,R,*,C,D,B,c,left
V,M,B,*,Z,*,R,L,C,h,down
Q,F,L,*,S,*,B,Z,R,z,left
R,N,Y,*,K,*,Z,C,D,g,down
N,X,D,*,S,*,Q,K,P,d,left
V,K,F,*,Q,*,P,G,M,c,down
P,S,X,*,V,*,F,M,Q,f,left
F,Z,Y,*,H,*,S,M,D,r,down
B,K,Q,*,X,*,Z,D,J,k,left
D,T,B,*,H,*,S,K,P,z,down
H,R,M,*,K,*,G,Z,X,r,left
C,P,R,*,D,*,H,B,Z,f,down
F,R,Y,*,N,*,P,M,K,p,left
V,R,C,*,M,*,Q,X,B,f,down
S,D,N,*,C,*,T,Q,P,q,left
M,X,T,*,N,*,C,H,S,b,down
M,N,K,*,C,*,Y,H,D,d,left
X,Y,T,*,B,*,R,D,F,j,down
G,C,B,*,R,*,J,V,P,c,left
P,J,K,*,D,*,X,F,Y,m,down
C,B,Q,*,D,*,R,L,F,d,left
C,T,V,*,K,*,R,G,J,l,down
K,H,X,*,N,*,R,C,M,n,left
K,G,N,*,R,*,D,Y,F,x,down
Z,M,G,*,R,*,C,V,P,z,left
Z,M,C,*,Y,*,G,S,X,k,down
Q,F,J,*,N,*,L,X,Y,n,left
S,N,H,*,D,*,F,Y,L,r,down
J,Z,B,*,Q,*,S,X,R,z,left
X,M,B,*,Y,*,Z,N,V,g,down
L,V,S,*,K,*,H,J,Q,l,left
H,G,K,*,D,*,T,Y,L,n,down
J,Q,R,*,S,*,V,K,H,v,left
F,G,P,*,K,*,H,M,R,v,down
T,X,P,*,Y,*,L,R,V,y,left
G,S,F,*,D,*,R,Z,J,h,down
N,K,Q,*,M,*,B,P,X,n,left
V,C,P,*,S,*,Y,L,H,g,down
G,J,F,*,Z,*,M,L,R,m,left
H,D,C,*,G,*,P,X,Z,t,down
B,P,V,*,Q,*,G,L,N,n,left
C,J,Q,*,H,*,N,L,T,f,down
Q,R,G,*,M,*,Y,V,D,v,left
X,D,M,*,T,*,R,Z,G,k,down
N,F,V,*,R,*,M,P,T,f,left
Y,J,N,*,X,*,R,P,K,q,down
X,Q,B,*,G,*,C,K,R,b,left
Y,P,H,*,D,*,F,Z,V,x,down
S,M,R,*,Z,*,D,L,P,d,left
J,T,B,*,Y,*,F,G,Q,x,down
Z,K,G,*,L,*,M,R,Q,g,left
B,Z,H,*,N,*,D,Y,V,l,down
K,S,C,*,X,*,R,J,D,d,left
M,Q,X,*,B,*,S,K,V,j,down
S,D,P,*,Q,*,R,K,Y,s,left
Z,H,L,*,K,*,F,J,V,b,down
Z,S,K,*,P,*,C,L,Q,p,left
V,Y,P,*,D,*,R,F,N,z,down
L,K,Y,*,Q,*,V,M,B,q,left
J,H,R,*,F,*,Z,G,K,n,down
P,K,J,*,X,*,C,S,G,j,left
Y,G,M,*,P,*,F,H,T,c,down
S,T,N,*,Q,*,L,Y,F,l,left
J,P,C,*,S,*,Y,V,D,z,down
F,Z,X,*,J,*,C,M,S,j,left
R,S,M,*,L,*,N,V,F,k,down
S,T,H,*,K,*,F,Y,N,k,left
B,S,G,*,Q,*,L,F,D,y,down
Z,N,H,*,C,*,F,T,L,h,left
X,R,T,*,P,*,S,B,C,h,down
D,L,Q,*,R,*,J,P,G,l,left
D,S,Z,*,F,*,M,C,P,j,down
X,K,R,*,M,*,F,H,Z,m,left
N,P,V,*,D,*,M,Z,F,s,down
F,D,H,*,S,*,T,Q,V,d,left
V,K,T,*,S,*,D,C,P,b,down
S,X,J,*,V,*,G,D,K,g,left
M,K,T,*,Q,*,V,R,C,f,down
X,T,L,*,S,*,R,C,Q,c,left
C,T,N,*,S,*,Q,X,B,y,down
T,V,L,*,G,*,Y,S,M,l,left
X,Q,P,*,J,*,N,G,D,y,down
X,D,R,*,K,*,L,P,C,c,left
H,Y,G,*,M,*,P,S,K,d,down
Z,V,J,*,G,*,L,Y,D,j,left
F,P,B,*,V,*,D,Y,N,k,down
T,K,Y,*,L,*,M,H,X,h,left
B,L,F,*,S,*,V,M,P,y,down
M,J,Y,*,G,*,P,V,X,m,left
Q,F,K,*,R,*,H,T,S,c,down
B,Q,D,*,K,*,H,T,F,d,left
P,H,F,*,X,*,L,V,D,k,down
P,L,X,*,D,*,H,K,G,k,left
N,L,S,*,Q,*,J,Y,M,z,down
H,N,P,*,R,*,T,V,K,n,left
L,H,T,*,K,*,Y,B,F,s,down
R,K,Z,*,F,*,M,Q,D,z,left
M,K,J,*,P,*,F,R,Y,q,down
Z,Y,X,*,K,*,F,M,L,l,left
D,V,K,*,R,*,Q,F,J,b,down
D,X,Q,*,Y,*,K,L,Z,l,left
Q,R,L,*,D,*,M,Y,C,j,down
K,Y,P,*,L,*,D,F,R,k,left
R,C,K,*,L,*,G,S,D,z,down
T,Q,X,*,Z,*,P,C,G,c,left
J,K,H,*,T,*,R,X,V,g,down
F,G,J,*,T,*,M,N,S,m,left
J,Q,Y,*,P,*,C,G,D,l,down
L,J,F,*,K,*,Q,N,B,k,left
J,M,V,*,D,*,Q,R,X,n,down
N,P,K,*,S,*,X,C,F,x,left
L,S,R,*,B,*,M,K,G,h,down
T,P,N,*,V,*,G,L,D,t,left
S,H,F,*,T,*,Z,D,R,p,down
R,P,H,*,L,*,D,Z,F,h,left
Q,B,H,*,Y,*,D,G,V,j,down
M,V,Z,*,P,*,Q,K,B,q,left
S,K,X,*,R,*,P,J,T,g,down
F,C,S,*,D,*,P,Q,B,p,left
M,K,L,*,P,*,G,N,X,d,down
Z,L,H,*,C,*,S,N,T,n,left
X,B,Z,*,L,*,M,K,F,q,down
C,B,T,*,Z,*,D,V,L,b,left
C,V,Q,*,Z,*,R,Y,J,p,down
Y,S,G,*,B,*,N,H,L,y,left
G,K,Q,*,S,*,N,D,Y,b,down
M,K,D,*,B,*,L,R,H,b,left
F,G,X,*,V,*,Y,D,R,c,down
Z,T,J,*,F,*,K,M,N,f,left
J,R,V,*,K,*,T,N,L,d,down
N,B,G,*,P,*,D,L,J,l,left
S,Z,D,*,T,*,N,R,F,b,down
K,S,X,*,J,*,Y,D,G,j,left
D,B,N,*,Q,*,K,V,G,m,down
J,M,Y,*,H,*,X,B,C,x,left
N,J,H,*,T,*,Q,V,F,z,down
P,T,G,*,C,*,Q,H,M,p,left
R,S,M,*,K,*,J,X,G,v,down
G,Y,D,*,H,*,Q,K,P,k,left
X,Q,V,*,D,*,S,Y,T,r,down
T,G,F,*,V,*,P,J,Q,t,left
G,V,L,*,B,*,X,D,Q,h,down
P,C,J,*,M,*,Z,D,R,z,left
V,P,F,*,C,*,M,L,N,r,down
H,L,P,*,Y,*,X,M,K,l,left
X,Q,N,*,P,*,F,M,S,t,down
R,X,Y,*,Q,*,D,L,M,r,left
X,Y,B,*,C,*,T,K,S,z,down
Y,Z,J,*,D,*,L,G,X,g,left
X,Q,K,*,C,*,N,M,D,s,down
V,M,Q,*,D,*,Y,F,C,f,left
D,T,B,*,K,*,C,Z,V,s,down
Q,F,M,*,V,*,Y,Z,T,t,left
T,C,Q,*,R,*,X,Y,K,l,down
L,R,X,*,Z,*,T,V,P,p,left
G,F,S,*,Y,*,P,X,M,n,down
Y,H,V,*,L,*,M,D,C,y,left
P,G,F,*,L,*,H,K,C,t,down
M,K,T,*,Q,*,N,V,F,t,left
D,G,R,*,M,*,P,C,K,j,down
R,S,N,*,L,*,J,F,T,l,left
C,D,L,*,Z,*,F,M,P,k,down
C,Y,K,*,P,*,R,F,H,y,left
H,P,R,*,X,*,D,C,Q,k,down
R,G,K,*,P,*,D,Y,M,g,left
S,P,M,*,K,*,L,C,R,q,down
N,G,K,*,S,*,C,Y,J,n,left
K,M,S,*,P,*,J,R,B,t,down
F,N,J,*,K,*,Q,P,X,n,left
X,V,D,*,N,*,F,H,C,l,down
S,D,K,*,P,*,G,Z,F,z,left
J,P,R,*,C,*,H,X,F,n,down
F,V,Q,*,M,*,Y,S,R,f,left
F,P,X,*,G,*,H,Q,Z,d,down
N,J,K,*,C,*,D,Y,G,j,left
R,D,Q,*,Y,*,C,B,Z,k,down
Q,S,R,*,L,*,N,G,F,s,left
R,T,K,*,L,*,V,M,N,d,down
G,V,N,*,R,*,L,F,P,g,left
S,C,J,*,H,*,P,Z,G,x,down
P,N,M,*,Y,*,B,Z,L,y,left
D,L,B,*,R,*,K,T,Q,n,down
V,G,J,*,Q,*,L,P,S,p,left
D,C,P,*,F,*,L,S,R,k,down
B,V,N,*,R,*,D,G,C,v,left
C,R,S,*,V,*,D,X,L,f,down
G,V,J,*,F,*,B,D,H,j,left
S,B,H,*,J,*,G,N,Z,f,down
C,Q,D,*,P,*,T,Y,H,y,left
J,S,K,*,Y,*,T,F,C,m,down
C,V,S,*,D,*,Q,M,T,t,left
L,M,H,*,N,*,B,X,Y,d,down
J,B,F,*,M,*,L,Q,C,l,left
G,H,D,*,R,*,X,T,Q,f,down
H,G,C,*,R,*,Y,L,K,h,left
X,D,K,*,Q,*,J,F,G,h,down
Y,F,S,*,B,*,X,T,H,s,left
Y,B,Z,*,Q,*,J,D,R,c,down
T,C,M,*,H,*,R,P,X,t,left
M,Z,G,*,B,*,V,T,R,q,down
T,Q,Y,*,S,*,Z,G,X,y,left
T,Y,M,*,B,*,C,F,N,p,down
J,G,T,*,P,*,B,R,K,g,left
S,T,V,*,R,*,J,B,Z,k,down
R,S,B,*,P,*,T,Y,H,b,left
K,S,P,*,G,*,Q,V,N,b,down
Z,B,G,*,M,*,P,V,N,p,left
R,P,Y,*,D,*,C,Z,S,g,down
L,J,D,*,T,*,H,M,S,h,left
T,Q,Y,*,P,*,S,C,X,k,down
T,Y,B,*,Z,*,S,D,H,t,left
J,P,M,*,V,*,C,X,S,q,down
D,C,B,*,L,*,R,K,G,d,left
L,M,S,*,P,*,R,T,V,b,down
F,Y,V,*,S,*,Q,T,D,d,left
K,G,N,*,J,*,Z,Q,L,s,down
F,T,L,*,P,*,S,M,Q,p,left
D,P,H,*,N,*,L,X,G,m,down
T,M,X,*,S,*,V,J,N,s,left
F,T,Q,*,N,*,J,R,M,g,down
J,V,S,*,B,*,D,C,F,s,left
T,L,B,*,S,*,N,J,H,f,down
X,S,F,*,C,*,N,K,B,k,left
V,M,F,*,D,*,K,L,Q,x,down
V,G,F,*,S,*,H,B,P,h,left
Q,B,V,*,X,*,L,G,D,m,down
Q,R,L,*,B,*,S,Z,X,l,left
H,J,N,*,G,*,X,M,V,p,down
H,X,J,*,R,*,L,M,P,l,left
M,H,J,*,R,*,Y,N,X,g,down
H,K,X,*,Z,*,P,R,M,x,left
C,K,H,*,T,*,M,Y,F,n,down
Q,G,C,*,Z,*,Y,F,P,q,left
R,F,Q,*,P,*,X,M,K,s,down
C,N,Q,*,V,*,P,Z,J,j,left
G,N,V,*,J,*,R,L,C,z,down
B,N,P,*,R,*,G,D,J,p,left
P,M,F,*,H,*,N,B,D,s,down
L,M,Y,*,Q,*,F,Z,C,c,left
M,G,B,*,T,*,K,R,C,n,down
M,N,C,*,Y,*,Q,J,G,c,left
C,K,F,*,L,*,J,D,G,v,down
Z,H,X,*,Q,*,R,N,T,n,left
N,X,Q,*,L,*,B,M,C,y,down
M,R,Q,*,G,*,J,T,S,g,left
Q,C,G,*,J,*,V,P,X,d,down
T,D,J,*,R,*,Q,C,X,d,left
T,M,J,*,R,*,L,V,S,p,down
C,P,J,*,K,*,R,F,Q,p,left
F,Q,L,*,Y,*,S,C,P,g,down
P,D,G,*,X,*,R,T,B,p,left
P,Q,K,*,G,*,J,S,D,x,down
T,R,K,*,X,*,D,S,B,k,left
P,Z,X,*,V,*,G,C,L,d,down
R,P,X,*,M,*,C,N,J,c,left
K,V,X,*,H,*,C,G,L,f,down
C,M,F,*,L,*,R,Z,B,z,left
Q,V,Z,*,D,*,S,B,X,h,down
Y,J,M,*,C,*,V,K,S,j,left
G,L,S,*,C,*,Z,J,B,y,down
Q,K,F,*,C,*,L,B,G,k,left
J,V,S,*,Y,*,F,N,K,z,down
F,Z,R,*,Q,*,C,J,N,n,left
C,S,B,*,Q,*,F,H,Z,t,down
K,T,Z,*,F,*,Q,C,P,q,left
Z,N,X,*,K,*,J,D,F,g,down
D,S,C,*,K,*,N,P,Q,q,left
R,T,C,*,H,*,B,L,J,s,down
Q,T,N,*,J,*,Y,B,D,n,left
C,N,Y,*,D,*,H,R,F,x,down
H,F,R,*,L,*,G,P,X,r,left
M,R,G,*,V,*,X,S,D,y,down
Y,K,T,*,Q,*,X,F,B,t,left
K,P,T,*,J,*,Q,M,R,b,down
H,M,B,*,P,*,J,Q,Z,j,left
G,M,D,*,N,*,F,J,X,r,down
B,G,Y,*,L,*,F,Z,P,f,left
B,T,Y,*,D,*,L,C,Z,v,down
D,K,S,*,H,*,T,X,V,s,left
Q,R,S,*,D,*,P,L,Y,f,down
