TL,TM,TR,CL,CM,CR,BL,BM,BR,probe,corr
Z,K,M,H,*,V,Y,Q,R,t,down
Q,R,N,S,*,M,B,G,V,r,left
G,R,V,C,*,N,M,F,H,j,down
J,M,X,B,*,D,L,K,N,m,left
M,Q,V,D,*,L,C,F,T,y,down
K,F,R,S,*,D,X,B,C,x,left
C,Q,V,Y,*,H,P,Z,R,d,down
M,V,D,Y,*,C,H,L,N,v,left
T,Y,H,C,*,Z,M,Q,J,k,down
F,G,Q,L,*,M,H,R,D,r,left
Z,D,C,R,*,M,H,P,X,j,down
L,H,S,V,*,G,N,D,Q,s,left
X,L,K,F,*,M,Z,Y,Q,d,down
C,Q,K,V,*,P,L,G,F,q,left
B,S,Q,N,*,K,C,M,P,d,down
V,L,F,B,*,Z,S,P,T,p,left
C,V,P,T,*,Z,G,H,N,q,down
Q,S,G,Z,*,K,B,M,D,g,left
G,H,V,Y,*,D,K,F,N,m,down
Z,Q,V,G,*,B,Y,J,R,z,left
T,C,B,X,*,F,Z,H,P,j,down
T,N,F,Y,*,H,M,Q,J,y,left
Y,K,F,L,*,N,C,B,H,j,down
F,X,M,D,*,Q,P,H,L,h,left
Y,B,K,T,*,G,J,Z,R,p,down
S,C,D,J,*,L,B,Q,G,s,left
Z,F,X,C,*,D,Q,S,K,h,down
Q,J,V,P,*,R,T,Z,M,j,left
G,C,N,J,*,V,Q,R,T,d,down
Q,J,Y,T,*,R,H,B,G,g,left
K,L,D,N,*,S,B,Z,T,v,down
G,N,X,D,*,Y,L,C,Z,g,left
V,D,C,Y,*,X,S,N,P,b,down
Q,M,K,G,*,P,H,Y,Z,p,left
L,B,Q,P,*,F,S,Z,Y,h,down
L,M,H,B,*,Z,V,P,X,p,left
Z,Y,P,G,*,B,R,C,M,d,down
F,Q,R,J,*,S,N,X,Y,r,left
R,H,Q,L,*,P,D,V,G,c,down
L,G,Y,H,*,R,N,D,Q,y,left
M,B,D,F,*,P,N,Z,V,q,down
F,G,S,Z,*,M,T,C,P,m,left
H,P,L,Y,*,K,X,S,R,b,down
Z,T,Q,K,*,Y,P,C,H,k,left
F,K,X,B,*,C,S,P,G,j,down
Y,T,C,H,*,J,R,D,N,y,left
K,B,X,M,*,L,J,R,Z,y,down
D,N,V,L,*,Q,K,M,S,s,left
L,B,H,Q,*,F,R,X,S,p,down
Q,D,P,B,*,K,T,S,F,p,left
V,M,N,X,*,P,H,Y,T,d,down
S,N,J,Y,*,F,P,K,C,c,left
Q,F,G,N,*,Y,H,M,X,k,down
M,R,L,S,*,V,K,H,Y,m,left
C,N,Q,S,*,B,K,R,M,y,down
C,Q,B,M,*,D,N,T,H,c,left
X,P,V,C,*,Q,B,K,R,s,down
S,D,L,R,*,Y,H,B,K,k,left
L,V,P,T,*,H,Q,J,K,r,down
H,D,S,Y,*,C,L,K,B,k,left
Y,S,J,P,*,C,Z,Q,H,b,down
K,P,C,Z,*,Q,L,N,R,p,left
K,N,G,B,*,D,S,X,R,h,down
H,G,M,K,*,N,J,Z,F,h,left
K,V,C,L,*,M,H,Y,Z,r,down
S,J,H,N,*,V,D,Y,K,y,left
M,B,K,N,*,Y,S,H,F,r,down
R,H,M,J,*,X,D,V,F,d,left
X,H,B,S,*,V,Y,G,C,k,down
Q,S,G,J,*,P,L,F,H,q,left
Z,X,D,M,*,K,H,V,J,b,down
M,D,G,L,*,K,Q,Y,R,q,left
Y,J,F,S,*,C,X,L,D,k,down
C,J,H,D,*,K,X,R,Y,c,left
Z,S,F,B,*,R,L,T,X,y,down
Q,S,G,Y,*,P,K,B,L,l,left
V,K,R,Q,*,S,T,H,L,b,down
L,N,P,T,*,D,Y,M,V,t,left
Y,Q,F,S,*,K,D,J,T,p,down
J,X,D,T,*,G,L,F,H,x,left
N,Q,B,D,*,G,P,R,X,t,down
X,M,Q,Y,*,K,V,J,S,q,left
S,P,L,J,*,T,V,B,Q,f,down
L,J,N,R,*,Q,X,D,B,x,left
C,G,R,P,*,Y,M,N,X,f,down
Q,R,J,Z,*,L,T,S,H,q,left
L,M,X,V,*,C,K,Z,H,s,down
Y,J,N,S,*,Q,F,B,V,n,left
G,K,Y,P,*,J,Q,B,N,t,down
D,C,K,Z,*,G,S,R,P,d,left
R,X,T,G,*,Z,C,Q,K,f,down
Q,T,K,Z,*,Y,L,S,J,q,left
J,B,X,G,*,F,N,Z,D,v,down
R,N,P,B,*,Z,M,C,S,c,left
Z,G,D,F,*,X,R,B,K,l,down
H,K,Q,Z,*,L,Y,M,V,k,left
S,F,H,P,*,M,B,Q,K,j,down
N,K,X,L,*,Z,V,D,S,d,left
L,V,F,Y,*,C,S,D,X,g,down
P,C,T,D,*,L,V,M,Z,l,left
L,M,X,Z,*,C,F,T,V,r,down
Z,H,P,L,*,D,C,K,V,c,left
Q,S,H,P,*,F,M,R,K,z,down
C,H,T,Z,*,G,V,P,D,d,left
S,C,B,G,*,V,T,F,K,m,down
K,M,S,Z,*,C,B,Y,Q,y,left
J,P,N,G,*,C,F,T,V,k,down
K,Z,H,C,*,M,L,F,X,x,left
Q,K,M,Y,*,F,H,B,D,p,down
C,N,Q,J,*,R,X,F,T,n,left
S,C,J,H,*,G,T,R,V,p,down
P,F,X,Q,*,H,Z,M,N,z,left
X,Z,B,J,*,M,P,F,Y,d,down
X,B,K,Y,*,D,F,T,H,f,left
M,L,T,Q,*,K,V,B,F,n,down
J,C,M,Z,*,N,S,F,D,z,left
T,H,L,Q,*,F,J,B,K,y,down
Q,M,T,G,*,X,B,K,J,x,left
V,Y,J,C,*,L,R,H,F,m,down
B,J,S,K,*,X,H,M,D,k,left
P,L,R,T,*,X,D,C,S,g,down
Y,L,C,Z,*,R,F,G,V,v,left
F,D,C,X,*,Y,V,K,J,r,down
H,C,P,Q,*,N,L,F,D,q,left
X,T,C,B,*,Y,K,H,N,g,down
R,V,M,Q,*,Z,S,D,C,s,left
N,Y,B,M,*,C,F,R,Z,j,down
M,F,B,Q,*,P,C,H,Y,p,left
B,Z,D,K,*,V,T,P,R,j,down
M,S,Q,Z,*,H,J,F,P,p,left
T,R,C,V,*,G,N,L,S,f,down
C,M,Z,L,*,Q,G,S,K,l,left
C,J,V,D,*,S,P,X,Z,g,down
H,J,L,C,*,N,K,R,Q,h,left
Y,T,K,F,*,M,H,J,V,z,down
P,H,Q,S,*,D,L,B,X,p,left
F,J,Q,P,*,Y,N,X,S,c,down
C,D,H,Z,*,L,X,B,T,x,left
P,J,V,T,*,K,M,R,X,g,down
B,H,P,D,*,N,L,Y,R,n,left
K,D,C,H,*,T,V,Y,S,r,down
S,D,Z,T,*,V,H,Q,B,s,left
Y,C,V,B,*,D,G,R,L,p,down
Y,V,D,B,*,J,Z,G,H,d,left
Z,L,T,V,*,K,M,S,N,b,down
H,C,P,Y,*,S,Q,G,L,y,left
P,F,T,K,*,R,H,G,M,z,down
R,N,T,M,*,L,Q,X,Z,n,left
R,K,B,C,*,T,P,Y,S,g,down
G,N,Q,F,*,C,S,K,X,s,left
G,R,K,L,*,T,D,Q,Z,f,down
J,T,L,X,*,N,R,H,F,l,left
V,C,P,X,*,T,L,Y,D,z,down
J,V,L,N,*,Y,M,S,R,s,left
J,Z,B,X,*,V,N,Y,R,g,down
L,J,T,N,*,V,S,B,X,x,left
Y,N,S,C,*,V,J,D,B,l,down
P,J,C,F,*,B,G,S,Q,q,left
S,T,P,K,*,Z,M,V,J,x,down
Z,N,M,H,*,C,Y,V,D,n,left
M,V,F,L,*,Z,D,Q,S,y,down
D,S,P,R,*,G,V,L,Y,g,left
T,C,Y,V,*,P,B,M,S,n,down
R,M,Q,S,*,X,Y,G,P,s,left
X,Y,P,T,*,L,N,Z,S,f,down
C,J,M,G,*,X,F,Z,L,l,left
G,Y,T,H,*,M,X,S,R,f,down
K,X,F,Q,*,R,D,Y,G,g,left
V,T,B,R,*,C,G,N,L,k,down
P,H,Z,M,*,S,B,L,N,m,left
J,C,Y,L,*,N,V,F,P,x,down
C,T,X,B,*,R,H,S,P,t,left
S,M,T,X,*,J,N,B,R,z,down
K,L,F,P,*,H,V,T,C,h,left
P,M,F,K,*,Z,Y,L,J,b,down
X,Z,T,M,*,V,K,S,P,v,left
B,P,V,D,*,N,G,S,F,x,down
R,N,V,D,*,X,P,C,T,v,left
P,Y,M,Q,*,C,V,H,J,l,down
M,S,C,Y,*,N,P,X,K,y,left
V,M,S,Q,*,F,B,K,J,n,down
B,F,C,L,*,J,M,D,S,f,left
C,P,R,T,*,V,L,J,X,f,down
Z,Y,T,L,*,Q,D,F,V,l,left
H,Y,X,T,*,S,C,Q,V,j,down
N,C,F,J,*,X,Y,L,H,f,left
V,K,J,Z,*,R,L,Q,Y,d,down
M,N,H,F,*,X,Q,V,J,m,left
Q,V,M,X,*,J,B,L,Y,g,down
P,K,J,C,*,H,Q,F,L,l,left
D,L,R,T,*,C,G,S,P,k,down
S,C,G,Y,*,Q,Z,H,D,d,left
G,K,Y,P,*,L,M,D,T,q,down
B,M,Q,J,*,K,L,P,Z,b,left
S,K,B,P,*,Q,H,T,R,g,down
F,G,X,L,*,K,S,Q,B,q,left
Z,Q,P,X,*,B,S,L,D,g,down
J,Q,M,Y,*,R,F,T,L,y,left
C,B,M,Y,*,J,T,N,P,l,down
G,X,V,H,*,T,P,L,B,g,left
V,H,T,C,*,N,X,K,Z,q,down
N,L,K,D,*,X,P,H,R,k,left
G,P,K,D,*,N,R,B,S,y,down
Q,F,X,T,*,K,B,J,L,k,left
G,H,C,N,*,R,Q,M,T,f,down
B,Y,Z,K,*,S,H,X,N,k,left
X,V,C,Y,*,J,F,M,T,b,down
K,G,Q,Z,*,B,L,C,V,k,left
R,V,G,X,*,M,Y,P,Q,b,down
C,V,L,R,*,N,P,F,T,r,left
S,H,X,Q,*,R,L,C,Z,d,down
N,R,C,V,*,G,H,J,P,g,left
F,J,S,C,*,X,R,N,T,v,down
V,B,F,D,*,S,L,J,K,l,left
R,Y,N,S,*,T,F,D,M,l,down
J,K,V,B,*,G,M,S,D,s,left
S,R,L,N,*,Z,Y,T,D,x,down
S,R,H,K,*,Y,Q,L,N,l,left
G,H,R,F,*,B,S,K,Y,x,down
D,Z,T,H,*,K,C,Q,Y,k,left
K,P,C,H,*,R,J,T,Z,q,down
M,G,B,P,*,F,V,Z,J,z,left
Y,C,B,G,*,M,N,X,K,t,down
M,G,Y,S,*,Q,R,H,K,k,left
N,V,S,X,*,R,B,D,P,g,down
K,D,T,X,*,B,L,Q,Z,q,left
K,G,F,V,*,Z,D,T,R,n,down
X,D,L,C,*,S,V,B,Y,c,left
C,R,N,G,*,D,K,M,F,l,down
T,Q,H,Y,*,P,R,D,N,d,left
P,K,J,F,*,N,Z,G,M,b,down
Q,L,J,F,*,Z,C,D,X,q,left
Y,Z,D,J,*,X,C,F,P,m,down
Y,Z,R,V,*,X,M,C,S,v,left
D,B,M,J,*,T,L,G,C,n,down
H,P,R,L,*,N,M,D,J,m,left
L,N,G,K,*,P,C,B,J,v,down
D,K,M,G,*,L,J,C,T,g,left
R,X,J,Z,*,N,Q,D,S,g,down
H,Z,L,Q,*,R,B,T,J,r,left
F,C,N,V,*,Z,T,S,D,b,down
C,T,K,N,*,S,Z,P,Y,z,left
J,S,G,R,*,K,C,L,N,d,down
Y,S,T,Z,*,G,C,P,Q,p,left
R,K,Y,P,*,J,S,C,X,v,down
P,Q,F,K,*,B,H,R,D,k,left
B,Q,T,J,*,F,X,N,H,m,down
P,J,Z,N,*,T,X,F,Q,t,left
N,H,G,T,*,J,R,P,D,f,down
H,Y,Z,V,*,G,D,P,L,d,left
L,Z,J,C,*,Y,R,H,Q,p,down
V,R,D,Z,*,G,Q,K,H,h,left
L,N,V,F,*,Q,T,P,X,g,down
H,J,T,C,*,M,Q,F,G,g,left
Y,H,Q,P,*,D,C,G,B,r,down
K,D,F,X,*,P,S,C,Q,f,left
M,C,D,V,*,Z,L,X,S,j,down
C,F,D,K,*,T,R,Q,J,d,left
S,V,X,Q,*,L,Y,D,M,p,down
M,H,R,T,*,Y,J,C,K,c,left
Y,M,Q,G,*,X,L,F,Z,n,down
F,Y,S,J,*,P,B,X,V,j,left
K,G,Q,S,*,L,C,P,D,x,down
J,B,S,V,*,R,Y,P,Z,j,left
V,F,J,G,*,L,K,Z,M,x,down
F,P,V,Q,*,H,K,D,T,t,left
V,X,Y,T,*,G,P,M,R,c,down
L,H,C,F,*,V,Q,G,J,l,left
S,Z,D,P,*,M,Q,B,H,f,down
P,Y,X,M,*,J,T,N,D,t,left
L,K,J,T,*,F,D,X,S,v,down
V,S,H,N,*,Y,J,G,B,b,left
L,F,S,D,*,K,Q,Z,C,j,down
S,R,V,P,*,Z,C,B,T,r,left
Q,D,Y,P,*,B,Z,C,S,l,down
T,H,Q,N,*,X,K,S,M,x,left
Z,Y,B,V,*,N,F,L,H,q,down
C,G,Q,L,*,T,Y,F,K,k,left
H,M,J,B,*,V,X,R,K,z,down
C,S,T,D,*,H,B,L,V,d,left
D,N,X,G,*,V,P,B,C,r,down
X,N,D,L,*,Q,B,T,Y,d,left
Z,N,J,D,*,C,L,Y,S,m,down
Q,B,C,T,*,G,R,K,N,g,left
J,Z,H,R,*,K,G,M,Y,x,down
C,D,Y,L,*,F,R,K,N,y,left
D,F,X,B,*,V,H,T,S,n,down
P,X,F,G,*,K,N,V,H,x,left
T,K,D,F,*,L,P,J,V,b,down
Z,R,C,T,*,K,L,V,P,k,left
N,F,R,T,*,K,C,D,V,x,down
M,P,N,V,*,G,D,F,T,f,left
N,R,Q,P,*,T,V,L,K,y,down
H,N,C,P,*,F,K,G,D,p,left
D,L,F,K,*,P,G,C,H,t,down
Y,P,D,C,*,Z,H,F,M,m,left
P,G,K,F,*,Y,Z,S,M,d,down
Q,S,N,G,*,R,D,F,L,f,left
V,T,G,X,*,R,Q,L,J,c,down
Z,N,M,Q,*,Y,F,K,T,n,left
B,M,C,F,*,X,Y,R,H,g,down
V,L,Q,P,*,K,F,T,J,f,left
F,Q,Z,G,*,M,S,Y,J,p,down
M,R,H,Y,*,V,N,P,S,v,left
S,Z,D,N,*,C,L,Q,K,h,down
S,J,R,Z,*,Y,M,F,D,d,left
T,P,X,J,*,L,M,S,C,z,down
X,N,S,D,*,B,K,F,L,x,left
V,D,Q,S,*,X,M,F,P,g,down
G,H,Q,F,*,K,Z,R,B,h,left
Q,H,Y,K,*,N,S,F,G,x,down
Q,K,L,S,*,X,T,B,V,q,left
R,F,N,H,*,K,B,G,S,x,down
M,H,D,G,*,R,S,Q,Z,q,left
M,L,V,Q,*,J,F,S,T,z,down
R,P,J,X,*,Y,B,S,H,x,left
M,G,X,D,*,L,R,S,N,k,down
T,L,P,B,*,R,V,M,G,r,left
D,K,H,N,*,X,Y,S,T,q,down
F,H,Q,S,*,K,G,C,P,q,left
J,S,P,V,*,Q,X,Z,B,c,down
K,M,Q,Z,*,J,B,S,F,f,left
B,V,J,K,*,L,X,P,T,g,down
Q,K,T,G,*,H,Y,S,B,y,left
F,C,B,T,*,K,L,N,M,j,down
M,S,J,C,*,F,X,Q,G,g,left
S,Z,F,H,*,L,B,P,V,g,down
H,P,Z,S,*,R,M,L,G,r,left
J,H,K,V,*,T,Q,X,L,z,down
T,B,P,J,*,N,F,C,R,c,left
D,S,G,L,*,Z,C,M,B,p,down
Q,Z,J,S,*,C,K,P,G,q,left
X,S,P,V,*,N,D,T,K,q,down
B,N,G,T,*,M,V,Z,R,z,left
Z,J,B,H,*,K,Y,M,F,l,down
M,P,F,Q,*,J,G,H,L,j,left
V,N,F,B,*,J,T,G,D,z,down
P,C,M,Y,*,J,B,K,V,p,left
Y,N,D,Z,*,H,J,V,C,x,down
Y,Z,T,M,*,B,D,F,J,f,left
Q,D,N,F,*,H,Y,S,C,b,down
F,S,H,V,*,K,M,Q,Y,y,left
D,N,H,R,*,V,L,C,F,m,down
Y,S,T,Z,*,N,P,D,C,z,left
Z,Y,B,M,*,N,J,X,Q,k,down
P,L,X,F,*,T,M,Z,D,l,left
K,Q,C,N,*,P,X,M,T,v,down
Z,V,T,K,*,S,P,B,F,z,left
M,P,S,H,*,X,Q,C,K,t,down
R,Z,X,S,*,C,Q,V,Y,y,left
M,J,N,B,*,K,S,X,Y,r,down
C,L,K,T,*,V,B,P,H,h,left
B,X,C,V,*,K,J,D,S,q,down
T,G,V,B,*,Y,J,F,C,c,left
H,M,Q,Z,*,J,Y,F,N,p,down
B,N,D,J,*,Y,S,H,Z,j,left
M,K,D,X,*,P,Q,Z,G,s,down
N,S,R,P,*,B,D,J,G,d,left
Q,S,K,F,*,Y,T,B,R,g,down
J,D,T,V,*,L,M,H,F,m,left
Y,B,G,C,*,T,V,P,F,l,down
G,J,X,M,*,F,V,T,Y,g,left
Q,D,R,C,*,F,J,L,Z,v,down
P,J,V,S,*,L,R,X,Y,j,left
F,Z,H,P,*,G,J,V,S,b,down
Q,C,B,Y,*,X,T,K,J,y,left
H,N,S,J,*,D,C,Z,B,k,down
B,K,J,D,*,S,P,Y,V,k,left
Q,N,M,K,*,L,Z,H,R,x,down
P,N,S,L,*,B,F,C,M,n,left
H,R,V,Q,*,G,D,C,P,t,down
L,X,J,F,*,R,B,G,N,n,left
J,X,S,D,*,P,M,N,Q,f,down
M,Q,C,Y,*,P,D,Z,V,d,left
V,K,Z,N,*,B,P,T,Y,c,down
Q,N,G,S,*,R,B,F,Y,r,left
Z,R,D,K,*,M,P,Q,N,v,down
B,C,H,Y,*,Z,X,V,Q,z,left
M,Z,B,P,*,S,D,J,H,v,down
T,V,D,N,*,Z,C,H,B,b,left
V,Q,S,Y,*,J,Z,F,G,c,down
Z,K,L,D,*,N,X,B,V,d,left
C,N,D,P,*,T,J,L,S,y,down
N,F,M,X,*,D,T,J,H,d,left
K,F,J,P,*,C,X,Y,B,q,down
G,K,Q,F,*,J,B,M,C,b,left
T,Q,C,J,*,P,Y,F,M,s,down
J,X,Q,D,*,N,B,S,C,s,left
H,Z,X,J,*,L,R,T,K,y,down
P,D,S,T,*,M,Q,B,F,q,left
H,M,Z,K,*,R,P,F,J,t,down
N,H,Z,D,*,F,L,Q,J,h,left
T,Q,H,D,*,P,R,S,V,k,down
M,B,L,T,*,Z,V,P,N,n,left
T,K,F,D,*,N,S,V,M,c,down
Z,N,C,H,*,P,J,V,M,c,left
X,R,Z,V,*,Y,D,J,P,k,down
K,F,L,G,*,S,R,Y,J,l,left
Y,F,K,G,*,Q,C,X,R,j,down
M,Z,H,V,*,Q,X,G,C,m,left
Q,V,H,R,*,X,S,L,G,p,down
