TL,TM,TR,CL,CM,CR,BL,BM,BR,probe,corr
L,B,C,S,G,J,R,F,K,c,left
D,V,Q,J,H,C,L,M,X,r,down
S,V,L,D,J,X,H,K,F,v,left
Z,Y,R,B,F,X,T,P,D,v,down
N,V,L,R,S,Q,P,H,Z,s,left
C,V,L,S,K,M,Y,T,P,g,down
H,M,G,N,B,X,Y,T,S,g,left
L,R,G,V,Y,D,K,P,T,z,down
H,X,Y,V,C,Z,S,N,R,h,left
S,K,Y,G,B,D,X,P,T,c,down
T,N,L,J,Z,K,Y,P,H,y,left
H,J,D,G,Y,R,F,Z,K,b,down
P,C,H,G,Q,D,V,T,N,g,left
B,L,Y,Q,N,S,Z,M,X,c,down
H,B,V,N,F,T,J,G,K,j,left
V,B,C,J,P,Z,R,K,Y,q,down
Y,J,P,L,C,K,D,M,R,k,left
Y,Q,Z,V,L,T,J,H,C,m,down
K,S,T,P,J,M,G,H,F,m,left
N,J,C,H,S,P,Y,F,M,v,down
V,S,D,N,H,M,Q,T,R,v,left
Y,K,L,F,H,M,T,J,Q,g,down
L,G,K,R,D,Y,H,V,C,r,left
S,Z,N,C,G,V,Y,R,L,x,down
X,R,S,J,M,V,G,P,F,p,left
N,S,G,X,L,C,D,J,R,y,down
K,V,G,X,P,R,H,L,N,n,left
C,X,N,T,Y,G,F,Q,D,h,down
P,F,T,R,C,K,G,J,B,g,left
Q,L,B,H,J,D,V,T,G,p,down
F,V,L,M,D,C,R,S,N,d,left
N,P,F,S,T,Y,Z,K,R,v,down
B,S,Z,Q,V,N,J,K,G,j,left
Z,D,P,F,J,B,T,M,Y,x,down
S,J,T,P,Q,K,B,G,X,s,left
T,H,F,V,N,R,S,Y,L,c,down
J,C,F,L,D,H,N,Z,R,n,left
L,V,Q,X,Z,C,G,B,Y,s,down
C,V,K,M,B,H,J,G,D,d,left
H,K,N,D,J,R,X,Z,L,m,down
P,T,N,B,Z,Q,M,F,L,l,left
Y,V,X,H,Q,C,N,D,J,m,down
M,N,K,J,X,S,V,H,C,c,left
T,G,F,K,V,N,L,B,X,d,down
X,H,N,S,Q,J,D,L,Z,h,left
F,M,G,L,Y,T,Q,H,C,d,down
V,M,Q,K,C,S,G,F,J,f,left
M,B,Q,J,Y,N,R,T,G,f,down
S,Y,D,L,Q,M,B,G,Z,l,left
Y,N,G,P,K,T,D,Z,Q,x,down
L,D,K,H,X,F,V,B,S,b,left
L,R,Y,T,V,S,H,M,F,p,down
T,V,X,Y,P,Q,G,H,M,x,left
V,T,N,Z,H,C,M,J,F,l,down
X,Z,N,H,S,M,K,B,L,h,left
F,H,X,Z,Q,L,N,J,M,d,down
G,L,R,B,X,P,J,N,Y,n,left
B,S,K,Q,J,Z,X,V,Y,m,down
P,M,K,F,N,S,Y,J,Q,q,left
V,S,Y,T,D,Z,H,F,Q,c,down
X,Z,H,C,Q,Y,D,R,G,z,left
K,G,T,V,P,J,L,F,M,b,down
C,D,X,P,J,V,H,T,Q,h,left
F,L,J,R,K,B,M,V,H,c,down
N,H,M,S,X,G,T,C,Z,h,left
D,M,R,F,G,Y,C,N,X,k,down
H,M,J,Y,L,P,Q,S,X,s,left
J,X,Q,T,L,G,F,V,K,s,down
F,L,R,N,B,T,Z,Q,H,f,left
J,N,X,Y,B,M,R,V,L,k,down
B,N,S,X,R,T,Q,H,L,q,left
B,K,V,D,G,J,S,N,Q,z,down
N,Z,Y,D,J,P,R,Q,V,n,left
D,R,Y,K,S,F,V,N,B,p,down
V,F,J,B,X,D,C,L,T,v,left
H,X,G,C,P,K,Q,F,V,s,down
G,S,N,Z,Q,P,T,X,V,z,left
R,T,C,G,X,N,Y,H,B,z,down
Y,L,J,D,T,B,Q,P,Z,p,left
D,B,V,H,Y,Q,T,M,R,k,down
R,V,G,P,J,Z,D,K,H,k,left
Q,M,X,B,K,N,P,J,F,l,down
Q,J,G,P,B,Y,T,Z,S,b,left
H,R,X,S,P,C,M,D,T,f,down
C,L,P,D,H,M,S,Z,N,c,left
M,N,Q,V,X,Z,L,R,S,p,down
P,Q,L,Y,B,V,H,R,M,m,left
C,M,J,G,D,R,Y,L,Q,v,down
S,R,T,N,D,J,G,X,H,d,left
Z,V,L,B,D,Q,C,M,P,x,down
D,Z,J,L,V,Q,Y,F,C,l,left
H,R,F,B,G,J,L,V,P,c,down
C,L,M,J,Y,D,G,N,V,m,left
X,Z,N,C,L,Q,M,Y,D,p,down
L,P,Q,K,N,H,T,B,S,k,left
N,G,X,V,M,Y,H,L,C,j,down
Z,P,N,X,J,G,C,V,S,v,left
G,X,J,L,T,B,C,H,F,k,down
M,G,D,V,R,B,Z,T,L,r,left
H,T,J,Y,M,K,R,Q,S,x,down
Y,F,J,M,D,S,N,K,G,d,left
V,C,Q,D,T,J,N,M,S,g,down
P,B,C,R,T,J,Y,G,S,j,left
T,L,Z,H,D,F,S,R,X,k,down
K,D,G,N,Z,M,F,R,Y,k,left
K,L,T,Z,D,P,V,G,N,s,down
T,F,R,K,Z,M,P,B,G,k,left
K,N,B,H,Z,P,F,V,J,g,down
P,G,R,H,C,D,X,S,J,d,left
X,M,B,S,L,F,D,K,J,c,down
B,D,C,S,K,P,Z,G,X,d,left
X,R,Q,H,B,G,D,N,Y,z,down
R,S,L,B,X,Z,V,P,J,p,left
X,H,C,B,Q,N,T,F,V,j,down
Y,Q,Z,B,C,N,T,F,R,c,left
B,T,Z,X,J,Q,K,M,F,p,down
Z,B,J,L,T,N,M,V,P,p,left
M,T,N,Z,Q,B,D,R,J,c,down
M,H,G,D,T,Q,L,Y,J,l,left
C,L,D,M,V,N,Y,R,X,k,down
P,X,H,F,G,N,K,R,J,p,left
L,G,Z,Y,B,P,X,S,M,d,down
P,V,J,Q,X,K,G,T,N,k,left
R,K,P,T,C,M,D,F,G,x,down
J,V,G,F,X,M,Z,K,H,v,left
P,V,G,K,X,S,D,Q,N,t,down
B,D,Q,H,T,Z,M,X,V,d,left
G,P,N,S,R,Q,T,J,C,l,down
X,K,Q,G,T,J,B,V,Z,b,left
P,B,L,V,S,C,Y,X,F,m,down
G,L,B,F,R,P,K,S,Z,g,left
D,P,F,X,S,Z,K,R,J,h,down
Q,L,N,Y,D,T,K,Z,V,t,left
L,T,N,R,M,D,H,S,C,g,down
Q,D,F,Z,P,J,S,R,C,s,left
M,C,G,N,S,F,J,Q,H,k,down
K,Q,S,D,L,F,V,J,X,x,left
L,H,Y,B,G,J,Q,S,T,d,down
S,G,K,T,X,R,F,Y,J,g,left
R,L,B,T,S,N,Q,C,Y,v,down
H,S,Z,P,R,C,V,D,Q,h,left
L,P,S,G,D,T,B,F,N,m,down
Q,S,D,R,Z,G,T,X,M,s,left
H,P,Y,T,J,G,M,S,B,k,down
R,X,D,F,H,M,G,P,B,g,left
C,B,D,J,S,R,H,Y,M,v,down
M,J,V,B,Q,N,P,G,K,b,left
M,F,J,G,R,T,K,N,S,x,down
Y,P,G,C,T,S,N,H,L,y,left
N,G,Z,Q,B,P,J,V,K,h,down
J,C,B,M,Y,D,G,K,R,g,left
B,R,G,L,C,Z,K,X,D,q,down
Y,N,M,F,R,L,V,Q,D,v,left
Z,S,Q,C,R,L,M,D,P,j,down
D,B,G,Y,H,C,K,J,Z,z,left
C,D,Z,S,V,J,Q,K,G,p,down
S,X,Z,F,M,N,V,L,B,f,left
S,K,R,M,Q,J,N,X,B,g,down
C,G,B,L,M,S,N,T,P,s,left
T,L,Y,S,Z,B,D,C,F,m,down
Q,H,F,C,R,B,G,T,S,q,left
F,D,Z,J,V,T,Q,R,L,p,down
R,Z,S,N,P,D,K,J,C,r,left
P,D,S,C,K,Y,Q,Z,T,h,down
C,V,Q,P,K,N,R,G,Z,p,left
P,S,F,L,Q,V,K,D,X,b,down
N,J,Z,M,R,T,V,K,X,j,left
V,P,S,G,C,N,R,T,H,x,down
Y,L,V,G,K,R,Z,Q,H,g,left
C,N,R,S,F,Y,J,H,V,m,down
P,G,Z,H,L,J,F,B,T,h,left
L,D,B,Q,H,F,R,K,P,z,down
V,T,Q,M,P,B,L,F,Z,l,left
M,J,G,H,S,Y,V,Z,D,f,down
T,B,H,X,L,J,V,G,Y,t,left
R,P,V,Y,M,F,T,G,H,c,down
S,K,B,V,Y,C,P,T,Z,v,left
G,V,L,Z,B,T,J,H,R,m,down
P,R,D,Z,L,H,C,G,S,h,left
X,K,H,Y,L,C,P,M,S,b,down
J,N,G,T,R,Q,H,M,C,c,left
X,D,K,J,F,V,G,H,B,r,down
Y,Q,D,T,R,K,F,H,X,h,left
V,N,S,H,Y,K,M,F,Q,c,down
V,D,G,Z,B,H,X,Y,M,g,left
V,T,R,P,K,N,C,X,H,b,down
V,L,K,P,N,R,Q,B,F,f,left
B,X,L,F,G,Q,H,M,R,p,down
H,R,K,B,C,L,N,D,Y,c,left
T,H,X,N,C,R,B,S,P,f,down
R,G,K,X,P,S,Y,L,H,y,left
Y,Q,Z,P,L,F,M,J,N,d,down
C,F,V,R,S,B,P,M,D,c,left
M,X,K,B,S,Z,H,F,J,d,down
M,S,K,J,C,Z,V,F,T,z,left
H,K,J,Z,M,L,S,R,C,d,down
L,C,X,B,K,J,P,Q,S,j,left
C,X,H,Q,V,T,P,K,Y,m,down
M,J,Z,H,G,R,S,N,F,h,left
S,Q,K,H,N,J,F,Y,X,z,down
F,G,H,X,B,K,J,S,L,j,left
N,T,R,F,Q,G,J,S,B,x,down
Q,X,F,V,Z,G,D,C,K,z,left
K,S,B,X,V,G,N,H,J,y,down
F,Z,D,X,R,S,M,J,Q,d,left
V,X,G,C,L,M,Z,K,D,r,down
Q,S,X,Z,H,L,G,R,V,h,left
Z,C,X,F,H,K,V,B,J,m,down
K,R,L,T,B,J,M,F,Y,t,left
Y,Z,V,K,J,M,T,P,C,h,down
V,P,T,S,R,B,H,M,X,h,left
L,D,Z,Y,N,J,M,K,V,r,down
B,V,K,N,J,T,P,C,G,p,left
C,G,P,M,N,J,X,F,K,t,down
S,B,Y,Z,K,H,G,J,N,z,left
G,B,F,N,J,V,H,D,Q,x,down
B,G,H,Z,X,P,V,C,D,c,left
P,J,Y,Q,G,M,S,Z,K,d,down
G,S,N,D,L,Q,T,X,V,q,left
R,B,Q,F,H,K,T,G,Y,m,down
X,M,S,G,K,Z,H,D,T,m,left
N,C,Z,K,M,Q,S,P,B,y,down
D,H,T,P,Y,S,V,B,Z,s,left
L,Z,X,C,J,N,T,D,P,v,down
M,V,Y,R,N,P,G,J,T,p,left
R,V,B,H,N,X,Y,D,K,z,down
C,Y,F,H,R,S,M,V,G,y,left
Q,J,S,B,R,H,V,D,C,y,down
J,R,X,D,G,P,Z,F,C,d,left
T,J,D,S,N,H,Q,V,M,x,down
M,T,L,P,D,X,F,Y,B,d,left
J,H,Q,M,G,T,F,V,N,p,down
V,X,F,Y,N,Q,L,C,H,x,left
K,H,Z,R,N,B,J,P,D,v,down
K,Q,X,N,T,P,S,B,C,t,left
J,T,B,P,Z,S,G,L,V,y,down
C,Y,R,D,X,L,T,B,Z,d,left
G,V,P,Z,Q,Y,R,L,S,t,down
X,S,F,H,C,Y,V,M,Z,m,left
Z,L,C,K,V,J,B,T,M,p,down
M,L,Q,D,H,F,P,Y,T,q,left
D,V,X,N,F,Z,T,B,M,s,down
P,L,S,X,D,B,T,M,V,l,left
B,G,T,V,M,D,L,K,J,q,down
K,J,B,Y,M,S,D,H,F,f,left
S,Y,D,J,Z,H,C,M,P,l,down
H,N,P,M,R,Z,K,C,B,n,left
Y,R,M,Z,J,S,C,H,X,n,down
Z,B,F,Q,L,S,G,P,Y,z,left
L,V,R,X,S,C,P,T,G,q,down
F,V,Y,D,Q,S,X,B,G,x,left
H,L,Q,N,M,J,G,X,B,p,down
M,V,T,F,C,N,P,Y,K,n,left
L,P,R,N,B,F,J,G,H,z,down
L,C,S,N,J,F,B,V,Q,q,left
N,X,M,K,C,L,R,Q,Z,v,down
Y,F,B,V,J,L,S,H,X,l,left
R,J,F,Q,N,P,T,K,G,s,down
Z,S,Q,H,V,Y,K,C,G,z,left
F,Q,L,P,G,B,N,X,Y,j,down
Q,L,G,M,F,K,P,V,Y,k,left
N,Y,H,B,J,M,X,D,C,r,down
Q,Z,F,P,X,J,R,N,B,n,left
R,T,Y,F,L,J,Q,N,M,g,down
N,P,M,G,C,F,H,J,L,l,left
S,V,R,L,X,C,D,T,Z,y,down
L,T,K,D,X,Z,Y,P,M,m,left
T,J,N,H,F,L,R,G,D,x,down
L,Z,R,B,G,X,H,J,S,g,left
H,S,D,K,C,T,N,P,Q,z,down
C,S,K,Y,B,H,Q,G,M,c,left
G,P,C,R,L,Y,X,Z,T,b,down
H,P,N,C,Z,J,X,K,B,k,left
Y,R,N,L,T,C,X,D,B,j,down
P,L,J,G,Z,Y,M,T,V,t,left
F,D,G,K,L,V,M,H,C,p,down
H,X,J,R,C,P,M,T,F,f,left
L,R,M,G,X,Q,P,B,J,t,down
D,T,N,P,V,H,F,S,R,t,left
B,N,P,M,F,K,S,H,J,g,down
D,C,B,J,T,F,G,Y,L,d,left
S,X,L,D,Q,Y,G,P,J,t,down
K,D,F,N,P,V,X,T,Z,d,left
N,Z,R,D,J,F,K,M,L,y,down
C,N,F,S,Y,D,P,B,T,t,left
J,M,F,S,G,B,Y,V,P,z,down
S,D,T,H,L,Y,Q,R,M,s,left
B,J,F,P,Y,T,Q,C,X,z,down
B,S,D,V,Q,C,H,N,R,h,left
L,Y,H,P,M,T,D,Z,F,q,down
C,T,X,Y,S,F,P,Z,Q,x,left
Y,F,V,G,Q,C,J,M,T,d,down
C,S,B,M,J,V,T,H,Z,h,left
G,M,S,L,D,N,H,C,R,v,down
Y,J,C,B,G,L,P,S,Z,g,left
R,G,H,K,L,D,F,S,Z,v,down
K,Y,T,F,S,R,C,L,V,l,left
Y,M,F,N,B,K,L,X,H,s,down
X,S,B,J,P,Y,V,Q,D,s,left
K,L,X,Y,S,C,Z,G,P,j,down
L,B,C,J,S,T,V,G,X,t,left
F,R,X,Y,G,L,V,Q,P,d,down
L,H,S,T,F,M,Z,D,K,t,left
P,K,C,R,X,B,S,M,Q,z,down
L,R,X,K,F,H,C,V,N,h,left
S,Y,V,T,N,B,M,K,D,j,down
K,S,B,N,C,T,P,F,H,s,left
X,V,N,Q,J,P,K,L,T,h,down
K,C,X,M,N,S,Y,T,D,c,left
N,Y,R,H,T,X,Z,P,M,c,down
Q,G,S,T,C,Z,P,K,X,q,left
T,H,Z,K,V,C,F,X,N,b,down
G,F,L,R,T,X,P,B,M,f,left
C,L,M,P,D,B,F,V,H,k,down
P,B,T,M,Q,Z,K,D,R,b,left
H,R,N,K,F,X,B,C,Q,m,down
T,M,C,Z,X,V,D,G,Q,z,left
B,N,P,D,L,X,S,F,J,r,down
M,R,V,T,N,K,H,B,J,h,left
Q,J,C,Z,R,F,B,D,L,h,down
Y,Q,N,V,L,H,B,F,M,h,left
M,Y,D,J,B,T,P,R,V,g,down
V,H,T,J,L,X,D,M,Y,j,left
T,K,R,N,B,G,C,Z,F,m,down
P,V,F,B,K,M,Q,N,T,q,left
J,X,Y,Z,R,T,N,B,D,k,down
T,R,Q,H,J,B,C,F,S,r,left
C,P,R,Y,F,Q,G,B,M,j,down
K,L,D,N,V,G,X,B,R,g,left
C,F,Y,B,H,G,L,X,N,r,down
B,Y,M,K,L,D,C,F,T,f,left
M,D,V,F,Z,L,Q,P,C,r,down
K,P,B,Y,M,Z,J,C,H,b,left
X,S,Z,B,P,K,H,J,G,l,down
Z,X,Y,J,B,R,D,C,N,r,left
Z,R,G,L,Y,X,S,T,H,c,down
R,S,K,V,D,H,T,Q,X,d,left
S,J,H,V,M,C,R,L,X,t,down
L,K,S,Q,F,B,V,P,R,q,left
Z,M,D,Y,J,P,X,Q,G,k,down
R,K,D,X,M,V,P,C,S,r,left
C,L,Q,B,S,N,H,D,P,t,down
Z,G,T,Q,V,K,J,C,N,n,left
J,Z,D,F,V,P,M,H,L,g,down
Y,L,F,S,C,G,N,H,V,g,left
L,Q,Z,N,R,P,J,M,K,b,down
B,Q,H,V,K,F,G,N,L,f,left
X,R,Z,K,Y,S,Q,F,B,m,down
D,P,Z,B,J,V,C,X,F,j,left
F,L,K,N,M,T,Z,X,B,d,down
N,H,Y,G,L,B,K,P,S,y,left
L,J,S,V,H,M,Z,R,F,c,down
K,B,T,Y,J,C,V,Q,S,k,left
C,M,T,D,B,H,Z,N,Q,y,down
B,C,F,G,H,T,M,V,D,c,left
X,R,F,T,D,S,K,J,Z,y,down
B,P,N,K,X,T,M,R,D,t,left
J,N,Y,S,T,B,L,Q,M,p,down
P,Y,F,M,Q,B,L,X,K,k,left
K,N,M,D,J,T,Z,S,B,r,down
Q,Y,G,J,L,V,X,T,P,j,left
H,Z,N,M,K,T,G,D,R,s,down
D,N,Z,P,C,R,K,T,Y,c,left
P,N,B,X,K,G,J,H,C,r,down
H,Q,S,X,L,R,Y,M,F,f,left
V,X,Y,Q,B,S,Z,T,D,l,down
L,D,H,J,K,Y,T,X,P,x,left
X,T,S,V,F,B,D,G,J,p,down
S,G,J,B,Y,K,F,R,Q,b,left
B,M,R,Q,L,S,Y,G,Z,n,down
Q,M,V,X,T,Y,C,N,H,m,left
P,L,Y,T,K,H,J,Z,B,v,down
K,D,C,L,Y,N,M,J,B,k,left
C,N,T,L,K,P,M,G,V,s,down
V,R,Y,F,N,C,D,K,H,n,left
T,Y,Z,B,N,V,Q,M,J,c,down
J,K,Z,M,L,P,S,G,T,j,left
Y,X,L,S,B,P,H,R,V,j,down
K,N,H,M,S,X,P,B,C,n,left
H,R,G,Z,L,X,F,V,Y,k,down
F,N,H,M,D,C,Y,L,B,c,left
M,V,F,D,Q,K,R,J,P,n,down
K,T,L,F,S,R,Z,V,Y,y,left
Y,P,T,M,C,V,X,F,Z,d,down
K,H,R,S,M,T,J,X,P,k,left
T,B,K,Z,N,S,X,L,R,h,down
P,J,Q,T,V,X,Z,C,L,q,left
K,D,S,P,B,G,V,N,F,c,down
V,Z,L,H,R,Y,M,T,P,r,left
H,F,Z,V,N,L,J,X,C,s,down
Y,C,M,S,V,H,G,J,P,v,left
F,Q,X,S,M,P,R,N,Z,h,down
B,Q,H,G,L,N,X,K,R,b,left
P,R,X,J,Z,S,C,K,F,v,down
N,Q,D,L,Y,V,B,T,M,m,left
G,Z,J,B,S,V,C,D,Y,f,down
J,Y,X,T,L,Q,V,H,S,y,left
F,Y,X,J,G,S,R,M,C,n,down
N,H,B,R,M,G,Y,C,S,r,left
C,L,P,H,Z,Y,K,D,M,j,down
F,G,Q,H,D,M,R,K,L,m,left
K,B,D,X,L,T,G,C,J,q,down
B,X,R,V,G,K,F,T,S,t,left
C,R,F,L,G,K,N,P,Z,h,down
