TL,TM,TR,CL,CM,CR,BL,BM,BR,probe,corr
B,*,X,*,*,*,Q,*,T,n,down
K,*,P,*,*,*,Z,*,C,p,left
Y,*,Q,*,*,*,V,*,H,g,down
G,*,J,*,*,*,X,*,B,b,left
T,*,B,*,*,*,Z,*,C,g,down
R,*,K,*,*,*,G,*,F,k,left
B,*,D,*,*,*,F,*,R,c,down
C,*,R,*,*,*,Z,*,B,r,left
T,*,D,*,*,*,G,*,B,p,down
S,*,M,*,*,*,N,*,L,m,left
L,*,Z,*,*,*,X,*,J,g,down
K,*,B,*,*,*,V,*,T,v,left
B,*,V,*,*,*,F,*,L,c,down
X,*,N,*,*,*,B,*,Q,x,left
T,*,R,*,*,*,B,*,Q,g,down
M,*,R,*,*,*,C,*,D,c,left
D,*,G,*,*,*,C,*,M,v,down
D,*,Y,*,*,*,S,*,M,m,left
Z,*,V,*,*,*,B,*,D,g,down
J,*,Y,*,*,*,G,*,F,j,left
X,*,F,*,*,*,V,*,J,c,down
Z,*,S,*,*,*,X,*,V,z,left
B,*,J,*,*,*,Q,*,X,g,down
C,*,Z,*,*,*,D,*,M,c,left
X,*,H,*,*,*,G,*,Z,s,down
S,*,Y,*,*,*,D,*,Z,s,left
G,*,L,*,*,*,X,*,S,p,down
G,*,Y,*,*,*,X,*,L,g,left
Z,*,X,*,*,*,M,*,G,b,down
M,*,H,*,*,*,X,*,R,r,left
R,*,Z,*,*,*,X,*,C,l,down
X,*,G,*,*,*,Z,*,L,l,left
P,*,C,*,*,*,G,*,J,x,down
P,*,N,*,*,*,J,*,Z,j,left
V,*,B,*,*,*,L,*,H,j,down
H,*,P,*,*,*,K,*,J,j,left
K,*,T,*,*,*,X,*,H,q,down
Y,*,V,*,*,*,P,*,Q,v,left
N,*,J,*,*,*,T,*,L,v,down
F,*,V,*,*,*,X,*,Y,f,left
Z,*,F,*,*,*,P,*,T,x,down
T,*,V,*,*,*,H,*,B,t,left
J,*,D,*,*,*,R,*,K,h,down
Z,*,V,*,*,*,H,*,Y,v,left
Q,*,S,*,*,*,X,*,J,l,down
B,*,L,*,*,*,Y,*,J,l,left
D,*,F,*,*,*,Q,*,C,r,down
S,*,B,*,*,*,F,*,G,g,left
R,*,G,*,*,*,J,*,T,z,down
N,*,R,*,*,*,K,*,G,n,left
C,*,X,*,*,*,J,*,F,b,down
F,*,Q,*,*,*,M,*,D,d,left
M,*,G,*,*,*,K,*,S,c,down
V,*,F,*,*,*,B,*,K,k,left
T,*,N,*,*,*,Q,*,F,z,down
R,*,L,*,*,*,Q,*,G,q,left
V,*,N,*,*,*,T,*,L,b,down
Y,*,D,*,*,*,V,*,Q,y,left
C,*,T,*,*,*,J,*,Q,v,down
S,*,K,*,*,*,R,*,M,r,left
N,*,P,*,*,*,Y,*,L,s,down
C,*,F,*,*,*,Q,*,D,d,left
T,*,K,*,*,*,H,*,M,p,down
Y,*,T,*,*,*,N,*,R,t,left
Z,*,X,*,*,*,G,*,Q,k,down
H,*,X,*,*,*,L,*,B,x,left
Q,*,L,*,*,*,F,*,Z,h,down
M,*,C,*,*,*,G,*,Y,y,left
R,*,K,*,*,*,F,*,Z,j,down
T,*,M,*,*,*,N,*,G,g,left
B,*,J,*,*,*,L,*,M,t,down
B,*,N,*,*,*,Z,*,L,z,left
X,*,K,*,*,*,Y,*,C,s,down
Y,*,H,*,*,*,R,*,P,y,left
M,*,L,*,*,*,Z,*,D,f,down
N,*,H,*,*,*,D,*,F,d,left
V,*,G,*,*,*,K,*,M,l,down
R,*,B,*,*,*,Q,*,T,b,left
B,*,X,*,*,*,V,*,J,z,down
J,*,Q,*,*,*,N,*,D,n,left
X,*,V,*,*,*,T,*,S,y,down
B,*,V,*,*,*,K,*,M,k,left
B,*,Y,*,*,*,K,*,C,l,down
R,*,V,*,*,*,M,*,H,m,left
B,*,J,*,*,*,P,*,S,n,down
C,*,M,*,*,*,S,*,Y,s,left
L,*,Z,*,*,*,J,*,N,b,down
D,*,F,*,*,*,C,*,Y,c,left
S,*,L,*,*,*,M,*,C,h,down
J,*,V,*,*,*,T,*,C,c,left
G,*,J,*,*,*,Q,*,H,n,down
K,*,D,*,*,*,N,*,J,n,left
Y,*,J,*,*,*,D,*,R,h,down
Y,*,D,*,*,*,J,*,V,d,left
Y,*,B,*,*,*,Q,*,C,v,down
F,*,Z,*,*,*,V,*,X,z,left
Y,*,B,*,*,*,Z,*,R,x,down
T,*,M,*,*,*,P,*,F,t,left
Y,*,M,*,*,*,R,*,H,d,down
V,*,R,*,*,*,B,*,G,v,left
T,*,K,*,*,*,J,*,R,l,down
G,*,B,*,*,*,N,*,C,g,left
F,*,V,*,*,*,S,*,P,m,down
G,*,P,*,*,*,X,*,H,p,left
Q,*,C,*,*,*,J,*,Z,y,down
Q,*,Y,*,*,*,K,*,G,g,left
Z,*,D,*,*,*,H,*,C,m,down
Y,*,D,*,*,*,Q,*,M,q,left
J,*,B,*,*,*,M,*,K,v,down
S,*,B,*,*,*,Q,*,N,q,left
Y,*,N,*,*,*,V,*,L,t,down
L,*,M,*,*,*,F,*,X,m,left
K,*,M,*,*,*,Y,*,C,g,down
F,*,Z,*,*,*,J,*,Y,j,left
M,*,P,*,*,*,D,*,B,v,down
J,*,S,*,*,*,N,*,P,s,left
Z,*,J,*,*,*,N,*,H,g,down
G,*,M,*,*,*,B,*,Z,m,left
S,*,F,*,*,*,J,*,K,r,down
S,*,G,*,*,*,J,*,P,p,left
V,*,H,*,*,*,F,*,M,g,down
C,*,Z,*,*,*,N,*,M,z,left
J,*,D,*,*,*,Z,*,Y,g,down
F,*,X,*,*,*,B,*,M,x,left
S,*,M,*,*,*,X,*,Z,v,down
C,*,B,*,*,*,K,*,P,k,left
F,*,S,*,*,*,N,*,C,q,down
P,*,C,*,*,*,T,*,L,l,left
R,*,P,*,*,*,D,*,Q,g,down
C,*,H,*,*,*,T,*,Q,c,left
L,*,G,*,*,*,Z,*,F,n,down
L,*,S,*,*,*,C,*,Q,q,left
L,*,J,*,*,*,P,*,N,c,down
Z,*,V,*,*,*,F,*,K,v,left
K,*,R,*,*,*,J,*,S,g,down
R,*,V,*,*,*,J,*,X,j,left
H,*,S,*,*,*,B,*,Z,x,down
R,*,M,*,*,*,C,*,T,r,left
S,*,T,*,*,*,C,*,R,q,down
G,*,S,*,*,*,Y,*,T,s,left
Q,*,T,*,*,*,Z,*,R,c,down
J,*,B,*,*,*,Y,*,S,b,left
Y,*,H,*,*,*,V,*,Q,l,down
B,*,Z,*,*,*,M,*,S,b,left
C,*,J,*,*,*,N,*,X,l,down
P,*,D,*,*,*,G,*,K,g,left
Z,*,T,*,*,*,R,*,D,l,down
F,*,J,*,*,*,L,*,V,f,left
L,*,D,*,*,*,P,*,Q,y,down
V,*,Y,*,*,*,P,*,H,y,left
T,*,K,*,*,*,R,*,S,m,down
G,*,F,*,*,*,L,*,S,s,left
F,*,B,*,*,*,D,*,N,s,down
Y,*,T,*,*,*,Z,*,P,z,left
Y,*,L,*,*,*,T,*,C,m,down
T,*,G,*,*,*,Q,*,H,t,left
F,*,P,*,*,*,H,*,Q,b,down
F,*,Z,*,*,*,M,*,Y,z,left
Y,*,S,*,*,*,X,*,L,m,down
Q,*,Y,*,*,*,V,*,M,v,left
V,*,J,*,*,*,C,*,P,z,down
J,*,N,*,*,*,R,*,F,f,left
X,*,Z,*,*,*,K,*,L,n,down
S,*,F,*,*,*,G,*,D,f,left
N,*,L,*,*,*,G,*,D,k,down
C,*,X,*,*,*,M,*,K,k,left
Q,*,Z,*,*,*,N,*,B,k,down
N,*,L,*,*,*,B,*,X,b,left
G,*,P,*,*,*,R,*,F,t,down
G,*,S,*,*,*,T,*,K,g,left
M,*,B,*,*,*,Q,*,D,g,down
D,*,Q,*,*,*,H,*,X,x,left
K,*,J,*,*,*,P,*,T,x,down
D,*,G,*,*,*,M,*,Q,q,left
V,*,S,*,*,*,Q,*,T,d,down
Y,*,P,*,*,*,N,*,S,y,left
B,*,Q,*,*,*,J,*,G,h,down
J,*,T,*,*,*,H,*,P,t,left
C,*,P,*,*,*,Z,*,G,y,down
N,*,H,*,*,*,G,*,P,n,left
C,*,S,*,*,*,G,*,J,k,down
B,*,P,*,*,*,H,*,D,h,left
G,*,J,*,*,*,M,*,D,s,down
X,*,B,*,*,*,Z,*,S,z,left
R,*,V,*,*,*,D,*,P,c,down
L,*,P,*,*,*,X,*,M,p,left
X,*,N,*,*,*,M,*,B,s,down
N,*,K,*,*,*,B,*,S,n,left
T,*,C,*,*,*,Q,*,S,n,down
Y,*,X,*,*,*,R,*,Q,r,left
D,*,C,*,*,*,K,*,F,x,down
L,*,C,*,*,*,B,*,J,b,left
G,*,Q,*,*,*,T,*,Y,m,down
Y,*,K,*,*,*,V,*,H,v,left
D,*,V,*,*,*,C,*,S,b,down
T,*,L,*,*,*,B,*,Y,b,left
C,*,Y,*,*,*,G,*,N,s,down
N,*,Z,*,*,*,J,*,H,n,left
H,*,K,*,*,*,Z,*,Y,x,down
M,*,L,*,*,*,J,*,C,l,left
R,*,X,*,*,*,M,*,D,j,down
B,*,Q,*,*,*,V,*,P,p,left
Q,*,M,*,*,*,C,*,T,k,down
Y,*,N,*,*,*,V,*,K,k,left
H,*,Z,*,*,*,Y,*,P,t,down
R,*,L,*,*,*,Y,*,Q,q,left
T,*,M,*,*,*,B,*,R,n,down
Z,*,P,*,*,*,L,*,G,z,left
P,*,R,*,*,*,C,*,J,z,down
C,*,S,*,*,*,L,*,V,s,left
P,*,Z,*,*,*,F,*,H,j,down
R,*,Q,*,*,*,J,*,G,j,left
H,*,V,*,*,*,F,*,P,n,down
D,*,R,*,*,*,S,*,C,s,left
X,*,J,*,*,*,Y,*,Z,r,down
F,*,P,*,*,*,T,*,D,t,left
G,*,R,*,*,*,P,*,T,j,down
V,*,K,*,*,*,N,*,B,n,left
B,*,D,*,*,*,C,*,Q,x,down
N,*,X,*,*,*,S,*,J,x,left
C,*,J,*,*,*,Q,*,F,t,down
Y,*,K,*,*,*,H,*,M,m,left
C,*,N,*,*,*,J,*,P,m,down
H,*,L,*,*,*,K,*,S,h,left
H,*,X,*,*,*,P,*,N,g,down
B,*,M,*,*,*,N,*,Y,n,left
G,*,P,*,*,*,R,*,H,d,down
Q,*,S,*,*,*,X,*,H,q,left
T,*,K,*,*,*,J,*,M,c,down
B,*,R,*,*,*,X,*,N,b,left
K,*,F,*,*,*,R,*,D,n,down
D,*,Y,*,*,*,N,*,C,c,left
P,*,B,*,*,*,J,*,K,v,down
Z,*,R,*,*,*,D,*,Q,d,left
Q,*,L,*,*,*,C,*,H,g,down
B,*,T,*,*,*,P,*,M,m,left
K,*,R,*,*,*,H,*,X,c,down
Z,*,K,*,*,*,P,*,R,r,left
D,*,T,*,*,*,B,*,K,j,down
T,*,J,*,*,*,V,*,P,t,left
G,*,X,*,*,*,K,*,J,b,down
V,*,J,*,*,*,H,*,M,j,left
V,*,B,*,*,*,F,*,M,y,down
B,*,T,*,*,*,D,*,S,s,left
C,*,B,*,*,*,Q,*,J,h,down
S,*,H,*,*,*,J,*,K,k,left
Y,*,D,*,*,*,H,*,X,l,down
P,*,N,*,*,*,Y,*,F,p,left
V,*,K,*,*,*,P,*,N,z,down
T,*,M,*,*,*,H,*,N,t,left
D,*,J,*,*,*,M,*,Z,p,down
Q,*,G,*,*,*,V,*,X,v,left
B,*,S,*,*,*,K,*,C,r,down
Y,*,D,*,*,*,K,*,P,d,left
J,*,Z,*,*,*,K,*,Y,b,down
J,*,Q,*,*,*,X,*,R,j,left
S,*,V,*,*,*,J,*,R,d,down
T,*,L,*,*,*,R,*,N,l,left
M,*,C,*,*,*,G,*,K,n,down
G,*,Y,*,*,*,L,*,N,g,left
H,*,G,*,*,*,X,*,P,k,down
N,*,M,*,*,*,B,*,C,m,left
T,*,X,*,*,*,Q,*,R,n,down
Y,*,T,*,*,*,C,*,L,y,left
T,*,B,*,*,*,J,*,N,l,down
Z,*,K,*,*,*,F,*,J,f,left
S,*,H,*,*,*,Z,*,C,f,down
S,*,G,*,*,*,P,*,B,s,left
H,*,Y,*,*,*,J,*,P,v,down
Z,*,T,*,*,*,L,*,S,s,left
T,*,Z,*,*,*,J,*,C,v,down
N,*,H,*,*,*,F,*,S,h,left
T,*,B,*,*,*,X,*,J,f,down
C,*,Y,*,*,*,X,*,M,m,left
Z,*,V,*,*,*,G,*,J,x,down
Z,*,B,*,*,*,M,*,G,g,left
Z,*,D,*,*,*,L,*,M,s,down
B,*,K,*,*,*,L,*,D,d,left
R,*,J,*,*,*,T,*,G,m,down
S,*,X,*,*,*,V,*,N,n,left
D,*,B,*,*,*,Z,*,T,f,down
Q,*,D,*,*,*,F,*,L,l,left
K,*,V,*,*,*,Z,*,L,h,down
R,*,F,*,*,*,Z,*,D,z,left
V,*,N,*,*,*,G,*,C,k,down
N,*,J,*,*,*,T,*,R,r,left
D,*,N,*,*,*,M,*,B,g,down
B,*,Q,*,*,*,K,*,F,q,left
R,*,P,*,*,*,V,*,G,h,down
P,*,S,*,*,*,Q,*,F,q,left
L,*,Q,*,*,*,K,*,M,x,down
X,*,G,*,*,*,L,*,M,x,left
M,*,D,*,*,*,Q,*,L,s,down
G,*,S,*,*,*,K,*,N,k,left
Q,*,C,*,*,*,X,*,B,h,down
Q,*,M,*,*,*,F,*,V,m,left
X,*,H,*,*,*,P,*,B,m,down
Y,*,J,*,*,*,H,*,C,c,left
J,*,B,*,*,*,F,*,P,v,down
J,*,L,*,*,*,T,*,N,j,left
D,*,R,*,*,*,Q,*,L,f,down
G,*,T,*,*,*,P,*,Y,t,left
J,*,C,*,*,*,N,*,B,p,down
P,*,Z,*,*,*,N,*,L,z,left
N,*,X,*,*,*,Q,*,P,k,down
V,*,C,*,*,*,P,*,N,p,left
M,*,H,*,*,*,Z,*,Y,b,down
B,*,Z,*,*,*,M,*,F,b,left
N,*,M,*,*,*,J,*,C,z,down
Q,*,J,*,*,*,S,*,G,s,left
P,*,R,*,*,*,N,*,K,d,down
T,*,R,*,*,*,G,*,H,r,left
N,*,D,*,*,*,S,*,H,q,down
H,*,Q,*,*,*,Z,*,C,c,left
B,*,Y,*,*,*,P,*,D,l,down
Q,*,C,*,*,*,Z,*,H,z,left
D,*,N,*,*,*,P,*,M,z,down
N,*,B,*,*,*,V,*,T,v,left
R,*,G,*,*,*,X,*,Y,j,down
X,*,L,*,*,*,T,*,M,m,left
F,*,S,*,*,*,M,*,G,n,down
Y,*,G,*,*,*,S,*,T,g,left
Y,*,B,*,*,*,D,*,Q,t,down
D,*,B,*,*,*,J,*,Y,d,left
H,*,C,*,*,*,P,*,R,f,down
Z,*,F,*,*,*,N,*,B,z,left
N,*,G,*,*,*,C,*,J,q,down
N,*,V,*,*,*,Z,*,H,z,left
J,*,L,*,*,*,B,*,D,n,down
N,*,P,*,*,*,K,*,H,n,left
X,*,N,*,*,*,H,*,G,z,down
H,*,R,*,*,*,M,*,T,m,left
X,*,K,*,*,*,D,*,S,f,down
P,*,R,*,*,*,B,*,Z,p,left
Y,*,D,*,*,*,Q,*,G,v,down
X,*,P,*,*,*,T,*,R,r,left
G,*,B,*,*,*,T,*,P,n,down
Q,*,G,*,*,*,H,*,B,q,left
R,*,Y,*,*,*,N,*,J,z,down
C,*,J,*,*,*,K,*,H,h,left
Z,*,N,*,*,*,F,*,J,r,down
G,*,M,*,*,*,P,*,N,n,left
Q,*,M,*,*,*,R,*,Y,c,down
G,*,X,*,*,*,P,*,F,g,left
P,*,T,*,*,*,B,*,F,q,down
N,*,H,*,*,*,Z,*,R,h,left
L,*,G,*,*,*,H,*,F,y,down
S,*,V,*,*,*,G,*,C,v,left
R,*,H,*,*,*,G,*,K,p,down
K,*,M,*,*,*,X,*,Q,m,left
R,*,N,*,*,*,V,*,D,f,down
Z,*,N,*,*,*,K,*,Y,k,left
C,*,D,*,*,*,H,*,L,s,down
N,*,Q,*,*,*,G,*,Z,q,left
B,*,G,*,*,*,Z,*,P,q,down
B,*,H,*,*,*,G,*,R,r,left
V,*,N,*,*,*,T,*,D,j,down
C,*,B,*,*,*,F,*,Z,c,left
D,*,L,*,*,*,T,*,Y,n,down
T,*,H,*,*,*,F,*,G,h,left
R,*,Z,*,*,*,M,*,D,k,down
Q,*,L,*,*,*,V,*,F,f,left
T,*,Y,*,*,*,C,*,D,j,down
M,*,D,*,*,*,Q,*,T,t,left
R,*,V,*,*,*,Y,*,X,s,down
F,*,Q,*,*,*,L,*,Z,z,left
Z,*,G,*,*,*,R,*,H,f,down
Y,*,Q,*,*,*,R,*,M,m,left
R,*,Q,*,*,*,D,*,P,x,down
Z,*,V,*,*,*,J,*,F,z,left
K,*,D,*,*,*,N,*,C,t,down
J,*,L,*,*,*,V,*,M,j,left
N,*,C,*,*,*,Y,*,S,k,down
G,*,B,*,*,*,T,*,K,t,left
D,*,B,*,*,*,X,*,T,f,down
Z,*,X,*,*,*,B,*,L,x,left
J,*,D,*,*,*,X,*,Z,q,down
V,*,Y,*,*,*,L,*,Q,y,left
X,*,N,*,*,*,R,*,Y,s,down
K,*,R,*,*,*,G,*,X,k,left
L,*,X,*,*,*,D,*,R,t,down
Y,*,B,*,*,*,M,*,Z,z,left
J,*,L,*,*,*,H,*,G,f,down
Z,*,L,*,*,*,Y,*,R,y,left
S,*,K,*,*,*,Q,*,C,m,down
