TL,TM,TR,CL,CM,CR,BL,BM,BR,probe,corr
*,*,*,B,D,M,*,*,*,m,left
*,*,*,Q,X,C,*,*,*,d,down
*,*,*,V,H,B,*,*,*,b,left
*,*,*,P,N,V,*,*,*,j,down
*,*,*,F,Y,L,*,*,*,y,left
*,*,*,V,Z,Y,*,*,*,q,down
*,*,*,G,Z,B,*,*,*,z,left
*,*,*,N,H,Z,*,*,*,s,down
*,*,*,P,M,T,*,*,*,m,left
*,*,*,L,B,R,*,*,*,h,down
*,*,*,C,N,Q,*,*,*,n,left
*,*,*,F,H,V,*,*,*,d,down
*,*,*,V,R,N,*,*,*,n,left
*,*,*,Q,P,X,*,*,*,s,down
*,*,*,L,Q,P,*,*,*,p,left
*,*,*,R,V,G,*,*,*,l,down
*,*,*,X,Q,T,*,*,*,q,left
*,*,*,J,R,P,*,*,*,c,down
*,*,*,R,B,Y,*,*,*,y,left
*,*,*,T,N,R,*,*,*,k,down
*,*,*,B,Z,R,*,*,*,r,left
*,*,*,Y,K,H,*,*,*,f,down
*,*,*,P,D,Q,*,*,*,p,left
*,*,*,G,N,L,*,*,*,r,down
*,*,*,D,K,R,*,*,*,r,left
*,*,*,P,G,F,*,*,*,h,down
*,*,*,N,M,K,*,*,*,m,left
*,*,*,D,T,C,*,*,*,n,down
*,*,*,T,Y,C,*,*,*,t,left
*,*,*,R,C,X,*,*,*,s,down
*,*,*,Z,N,B,*,*,*,n,left
*,*,*,K,S,R,*,*,*,m,down
*,*,*,N,L,C,*,*,*,n,left
*,*,*,M,V,C,*,*,*,b,down
*,*,*,R,J,G,*,*,*,j,left
*,*,*,R,G,Z,*,*,*,k,down
*,*,*,D,L,Z,*,*,*,d,left
*,*,*,G,F,P,*,*,*,r,down
*,*,*,C,F,S,*,*,*,c,left
*,*,*,L,N,K,*,*,*,s,down
*,*,*,J,B,D,*,*,*,d,left
*,*,*,Z,Q,Y,*,*,*,b,down
*,*,*,Q,X,H,*,*,*,q,left
*,*,*,H,J,X,*,*,*,n,down
*,*,*,Q,N,G,*,*,*,q,left
*,*,*,X,M,C,*,*,*,n,down
*,*,*,H,K,X,*,*,*,k,left
*,*,*,K,V,B,*,*,*,d,down
*,*,*,L,Z,T,*,*,*,l,left
*,*,*,F,D,Z,*,*,*,t,down
*,*,*,L,Z,T,*,*,*,l,left
*,*,*,H,R,Q,*,*,*,x,down
*,*,*,Y,R,L,*,*,*,y,left
*,*,*,Y,S,K,*,*,*,n,down
*,*,*,H,L,V,*,*,*,v,left
*,*,*,H,X,L,*,*,*,p,down
*,*,*,Y,M,D,*,*,*,m,left
*,*,*,R,D,X,*,*,*,z,down
*,*,*,J,X,N,*,*,*,j,left
*,*,*,H,G,J,*,*,*,l,down
*,*,*,T,C,S,*,*,*,t,left
*,*,*,Z,V,Q,*,*,*,s,down
*,*,*,N,P,D,*,*,*,n,left
*,*,*,D,Y,P,*,*,*,b,down
*,*,*,R,M,N,*,*,*,r,left
*,*,*,X,C,F,*,*,*,m,down
*,*,*,N,C,Y,*,*,*,c,left
*,*,*,Z,N,B,*,*,*,f,down
*,*,*,H,S,G,*,*,*,h,left
*,*,*,R,D,G,*,*,*,f,down
*,*,*,C,Y,Q,*,*,*,y,left
*,*,*,N,D,B,*,*,*,x,down
*,*,*,T,Y,N,*,*,*,y,left
*,*,*,G,H,B,*,*,*,n,down
*,*,*,Z,K,H,*,*,*,k,left
*,*,*,Q,N,B,*,*,*,j,down
*,*,*,M,R,H,*,*,*,h,left
*,*,*,P,Q,Y,*,*,*,n,down
*,*,*,H,J,D,*,*,*,d,left
*,*,*,J,M,Q,*,*,*,d,down
*,*,*,C,K,D,*,*,*,d,left
*,*,*,P,N,J,*,*,*,q,down
*,*,*,D,N,L,*,*,*,d,left
*,*,*,S,H,N,*,*,*,d,down
*,*,*,Z,G,C,*,*,*,g,left
*,*,*,Q,S,P,*,*,*,v,down
*,*,*,S,L,Z,*,*,*,z,left
*,*,*,V,T,C,*,*,*,b,down
*,*,*,N,V,J,*,*,*,v,left
*,*,*,Q,H,P,*,*,*,l,down
*,*,*,M,V,Q,*,*,*,q,left
*,*,*,B,L,K,*,*,*,v,down
*,*,*,X,Y,Z,*,*,*,z,left
*,*,*,D,N,C,*,*,*,r,down
*,*,*,Y,R,G,*,*,*,y,left
*,*,*,G,M,H,*,*,*,q,down
*,*,*,H,B,D,*,*,*,d,left
*,*,*,F,B,R,*,*,*,l,down
*,*,*,S,H,B,*,*,*,b,left
*,*,*,G,F,X,*,*,*,q,down
*,*,*,Z,D,T,*,*,*,z,left
*,*,*,V,L,F,*,*,*,z,down
*,*,*,N,V,M,*,*,*,v,left
*,*,*,D,Z,F,*,*,*,q,down
*,*,*,V,H,B,*,*,*,b,left
*,*,*,C,V,L,*,*,*,p,down
*,*,*,T,B,F,*,*,*,b,left
*,*,*,V,H,Z,*,*,*,l,down
*,*,*,J,H,B,*,*,*,j,left
*,*,*,N,J,H,*,*,*,p,down
*,*,*,F,M,P,*,*,*,p,left
*,*,*,S,T,J,*,*,*,h,down
*,*,*,J,Z,G,*,*,*,j,left
*,*,*,K,D,C,*,*,*,s,down
*,*,*,F,G,S,*,*,*,s,left
*,*,*,F,K,X,*,*,*,r,down
*,*,*,G,B,S,*,*,*,s,left
*,*,*,Y,Q,M,*,*,*,s,down
*,*,*,Q,N,T,*,*,*,n,left
*,*,*,F,X,B,*,*,*,j,down
*,*,*,L,X,F,*,*,*,l,left
*,*,*,M,K,Y,*,*,*,z,down
*,*,*,B,L,R,*,*,*,r,left
*,*,*,L,K,R,*,*,*,h,down
*,*,*,J,Z,F,*,*,*,f,left
*,*,*,K,Q,Z,*,*,*,m,down
*,*,*,G,H,K,*,*,*,h,left
*,*,*,S,V,N,*,*,*,x,down
*,*,*,H,X,D,*,*,*,h,left
*,*,*,Z,J,L,*,*,*,x,down
*,*,*,V,L,S,*,*,*,l,left
*,*,*,C,Z,J,*,*,*,f,down
*,*,*,X,C,B,*,*,*,b,left
*,*,*,P,K,B,*,*,*,r,down
*,*,*,N,M,S,*,*,*,m,left
*,*,*,N,G,T,*,*,*,k,down
*,*,*,S,M,R,*,*,*,r,left
*,*,*,B,P,L,*,*,*,n,down
*,*,*,V,J,H,*,*,*,j,left
*,*,*,V,C,N,*,*,*,t,down
*,*,*,Q,Z,B,*,*,*,z,left
*,*,*,Q,F,J,*,*,*,c,down
*,*,*,R,G,M,*,*,*,g,left
*,*,*,N,Z,K,*,*,*,d,down
*,*,*,P,H,T,*,*,*,t,left
*,*,*,M,Z,F,*,*,*,y,down
*,*,*,K,H,P,*,*,*,p,left
*,*,*,T,B,S,*,*,*,m,down
*,*,*,M,H,C,*,*,*,m,left
*,*,*,R,C,X,*,*,*,q,down
*,*,*,B,X,K,*,*,*,b,left
*,*,*,Y,C,B,*,*,*,h,down
*,*,*,D,Q,X,*,*,*,q,left
*,*,*,C,S,M,*,*,*,x,down
*,*,*,X,H,V,*,*,*,v,left
*,*,*,H,G,V,*,*,*,s,down
*,*,*,B,C,S,*,*,*,c,left
*,*,*,V,P,H,*,*,*,t,down
*,*,*,P,N,K,*,*,*,p,left
*,*,*,D,P,B,*,*,*,y,down
*,*,*,L,H,Z,*,*,*,z,left
*,*,*,P,L,F,*,*,*,v,down
*,*,*,Y,K,Q,*,*,*,y,left
*,*,*,L,H,P,*,*,*,q,down
*,*,*,G,Z,Y,*,*,*,z,left
*,*,*,Z,D,F,*,*,*,j,down
*,*,*,S,F,Z,*,*,*,s,left
*,*,*,B,L,Z,*,*,*,m,down
*,*,*,Q,V,Z,*,*,*,z,left
*,*,*,V,R,P,*,*,*,l,down
*,*,*,J,X,Y,*,*,*,y,left
*,*,*,L,J,Y,*,*,*,q,down
*,*,*,R,H,Y,*,*,*,r,left
*,*,*,Q,F,K,*,*,*,p,down
*,*,*,F,Z,K,*,*,*,z,left
*,*,*,P,R,N,*,*,*,g,down
*,*,*,F,G,S,*,*,*,s,left
*,*,*,T,X,Z,*,*,*,j,down
*,*,*,L,N,P,*,*,*,l,left
*,*,*,Z,T,G,*,*,*,h,down
*,*,*,H,C,G,*,*,*,c,left
*,*,*,Q,P,V,*,*,*,s,down
*,*,*,N,D,R,*,*,*,r,left
*,*,*,X,F,K,*,*,*,t,down
*,*,*,R,F,X,*,*,*,x,left
*,*,*,G,M,S,*,*,*,t,down
*,*,*,B,C,Z,*,*,*,c,left
*,*,*,F,G,V,*,*,*,n,down
*,*,*,Y,F,S,*,*,*,s,left
*,*,*,P,G,K,*,*,*,d,down
*,*,*,Q,H,C,*,*,*,q,left
*,*,*,K,B,X,*,*,*,l,down
*,*,*,K,Q,B,*,*,*,k,left
*,*,*,R,H,N,*,*,*,s,down
*,*,*,J,H,S,*,*,*,s,left
*,*,*,G,T,P,*,*,*,j,down
*,*,*,Y,H,B,*,*,*,b,left
*,*,*,J,B,T,*,*,*,g,down
*,*,*,B,Q,K,*,*,*,k,left
*,*,*,P,X,R,*,*,*,y,down
*,*,*,R,V,F,*,*,*,r,left
*,*,*,M,T,Y,*,*,*,j,down
*,*,*,P,N,Z,*,*,*,z,left
*,*,*,Q,X,P,*,*,*,c,down
*,*,*,M,K,V,*,*,*,k,left
*,*,*,R,C,Y,*,*,*,j,down
*,*,*,C,F,M,*,*,*,c,left
*,*,*,J,L,P,*,*,*,c,down
*,*,*,B,L,C,*,*,*,l,left
*,*,*,C,D,V,*,*,*,l,down
*,*,*,S,C,V,*,*,*,s,left
*,*,*,K,C,T,*,*,*,q,down
*,*,*,M,V,R,*,*,*,m,left
*,*,*,F,Q,G,*,*,*,p,down
*,*,*,H,B,P,*,*,*,p,left
*,*,*,L,Y,V,*,*,*,x,down
*,*,*,H,J,Q,*,*,*,h,left
*,*,*,G,H,M,*,*,*,q,down
*,*,*,X,Q,Y,*,*,*,x,left
*,*,*,N,Z,H,*,*,*,s,down
*,*,*,Z,N,Q,*,*,*,n,left
*,*,*,D,C,L,*,*,*,r,down
*,*,*,J,Z,P,*,*,*,z,left
*,*,*,S,D,X,*,*,*,k,down
*,*,*,S,B,V,*,*,*,b,left
*,*,*,C,X,G,*,*,*,q,down
*,*,*,D,Z,R,*,*,*,r,left
*,*,*,K,Z,M,*,*,*,g,down
*,*,*,P,D,Q,*,*,*,d,left
*,*,*,B,Z,D,*,*,*,n,down
*,*,*,Z,D,G,*,*,*,g,left
*,*,*,Y,H,V,*,*,*,b,down
*,*,*,D,P,R,*,*,*,r,left
*,*,*,G,F,P,*,*,*,q,down
*,*,*,K,R,C,*,*,*,r,left
*,*,*,S,G,D,*,*,*,c,down
*,*,*,P,K,N,*,*,*,n,left
*,*,*,C,D,Y,*,*,*,m,down
*,*,*,N,K,H,*,*,*,k,left
*,*,*,P,Q,L,*,*,*,r,down
*,*,*,Z,D,S,*,*,*,z,left
*,*,*,C,Y,P,*,*,*,r,down
*,*,*,X,S,L,*,*,*,x,left
*,*,*,K,N,F,*,*,*,b,down
*,*,*,V,H,G,*,*,*,v,left
*,*,*,Y,H,C,*,*,*,l,down
*,*,*,S,Z,G,*,*,*,z,left
*,*,*,L,P,Z,*,*,*,x,down
*,*,*,F,J,Y,*,*,*,j,left
*,*,*,B,G,F,*,*,*,z,down
*,*,*,Y,S,R,*,*,*,r,left
*,*,*,P,B,D,*,*,*,r,down
*,*,*,K,Y,P,*,*,*,k,left
*,*,*,G,T,C,*,*,*,k,down
*,*,*,P,H,Z,*,*,*,p,left
*,*,*,F,G,P,*,*,*,x,down
*,*,*,X,C,H,*,*,*,h,left
*,*,*,Y,R,K,*,*,*,b,down
*,*,*,H,C,J,*,*,*,j,left
*,*,*,B,V,R,*,*,*,z,down
*,*,*,B,D,K,*,*,*,b,left
*,*,*,P,K,V,*,*,*,b,down
*,*,*,N,T,L,*,*,*,t,left
*,*,*,M,L,S,*,*,*,k,down
*,*,*,Z,L,C,*,*,*,z,left
*,*,*,S,K,H,*,*,*,l,down
*,*,*,G,X,P,*,*,*,g,left
*,*,*,S,K,M,*,*,*,z,down
*,*,*,Z,F,K,*,*,*,z,left
*,*,*,Q,Y,C,*,*,*,v,down
*,*,*,M,G,Q,*,*,*,g,left
*,*,*,F,Y,K,*,*,*,m,down
*,*,*,H,V,F,*,*,*,f,left
*,*,*,L,Z,J,*,*,*,c,down
*,*,*,D,C,P,*,*,*,p,left
*,*,*,Q,D,J,*,*,*,p,down
*,*,*,H,N,Q,*,*,*,n,left
*,*,*,P,S,Q,*,*,*,l,down
*,*,*,H,K,F,*,*,*,h,left
*,*,*,H,N,K,*,*,*,f,down
*,*,*,H,J,K,*,*,*,j,left
*,*,*,D,Z,Q,*,*,*,h,down
*,*,*,M,Z,N,*,*,*,m,left
*,*,*,D,P,K,*,*,*,x,down
*,*,*,D,V,S,*,*,*,d,left
*,*,*,Y,L,R,*,*,*,t,down
*,*,*,J,K,T,*,*,*,t,left
*,*,*,P,R,V,*,*,*,l,down
*,*,*,R,G,S,*,*,*,s,left
*,*,*,T,C,H,*,*,*,r,down
*,*,*,D,B,N,*,*,*,d,left
*,*,*,P,J,N,*,*,*,c,down
*,*,*,K,M,F,*,*,*,f,left
*,*,*,J,L,R,*,*,*,h,down
*,*,*,S,K,F,*,*,*,s,left
*,*,*,M,S,D,*,*,*,x,down
*,*,*,X,L,K,*,*,*,k,left
*,*,*,Y,C,Q,*,*,*,x,down
*,*,*,F,D,C,*,*,*,d,left
*,*,*,F,G,D,*,*,*,j,down
*,*,*,Q,Y,N,*,*,*,q,left
*,*,*,L,C,K,*,*,*,v,down
*,*,*,D,P,B,*,*,*,p,left
*,*,*,N,F,P,*,*,*,d,down
*,*,*,C,P,H,*,*,*,p,left
*,*,*,K,P,N,*,*,*,b,down
*,*,*,P,S,K,*,*,*,p,left
*,*,*,H,T,P,*,*,*,k,down
*,*,*,V,J,K,*,*,*,v,left
*,*,*,Z,L,M,*,*,*,y,down
*,*,*,N,X,L,*,*,*,x,left
*,*,*,X,Y,G,*,*,*,h,down
*,*,*,L,P,J,*,*,*,j,left
*,*,*,K,C,N,*,*,*,t,down
*,*,*,H,V,R,*,*,*,r,left
*,*,*,Y,L,M,*,*,*,c,down
*,*,*,Q,G,C,*,*,*,q,left
*,*,*,T,P,Q,*,*,*,d,down
*,*,*,R,B,V,*,*,*,v,left
*,*,*,Q,P,T,*,*,*,l,down
*,*,*,L,V,X,*,*,*,v,left
*,*,*,M,S,Z,*,*,*,k,down
*,*,*,P,X,S,*,*,*,s,left
*,*,*,L,G,Q,*,*,*,h,down
*,*,*,T,N,K,*,*,*,t,left
*,*,*,X,C,P,*,*,*,t,down
*,*,*,P,J,K,*,*,*,p,left
*,*,*,M,Z,L,*,*,*,y,down
*,*,*,F,J,Q,*,*,*,q,left
*,*,*,T,C,R,*,*,*,v,down
*,*,*,S,Y,N,*,*,*,y,left
*,*,*,D,H,M,*,*,*,s,down
*,*,*,N,Z,C,*,*,*,n,left
*,*,*,J,S,Q,*,*,*,p,down
*,*,*,H,G,T,*,*,*,g,left
*,*,*,Z,H,V,*,*,*,g,down
*,*,*,F,Y,K,*,*,*,f,left
*,*,*,F,R,G,*,*,*,l,down
*,*,*,S,R,C,*,*,*,c,left
*,*,*,C,R,K,*,*,*,n,down
*,*,*,X,D,P,*,*,*,x,left
*,*,*,F,L,T,*,*,*,j,down
*,*,*,Z,N,H,*,*,*,z,left
*,*,*,B,S,M,*,*,*,z,down
*,*,*,Q,C,R,*,*,*,q,left
*,*,*,S,V,M,*,*,*,n,down
*,*,*,R,D,G,*,*,*,g,left
*,*,*,J,F,L,*,*,*,r,down
*,*,*,C,L,Y,*,*,*,l,left
*,*,*,Y,Z,F,*,*,*,n,down
*,*,*,S,H,T,*,*,*,t,left
*,*,*,P,Z,F,*,*,*,h,down
*,*,*,S,G,Z,*,*,*,s,left
*,*,*,L,G,B,*,*,*,q,down
*,*,*,J,K,Y,*,*,*,y,left
*,*,*,R,G,J,*,*,*,c,down
*,*,*,F,Q,G,*,*,*,q,left
*,*,*,J,N,G,*,*,*,x,down
*,*,*,F,J,Y,*,*,*,j,left
*,*,*,N,F,X,*,*,*,b,down
*,*,*,F,J,N,*,*,*,f,left
*,*,*,J,C,L,*,*,*,z,down
*,*,*,Y,P,L,*,*,*,p,left
*,*,*,B,Z,C,*,*,*,g,down
*,*,*,X,L,Y,*,*,*,x,left
*,*,*,X,Q,D,*,*,*,b,down
*,*,*,K,X,G,*,*,*,k,left
*,*,*,M,Q,X,*,*,*,l,down
*,*,*,M,F,J,*,*,*,f,left
*,*,*,T,Z,K,*,*,*,x,down
*,*,*,V,T,P,*,*,*,p,left
*,*,*,T,M,P,*,*,*,h,down
*,*,*,G,C,S,*,*,*,g,left
*,*,*,C,H,T,*,*,*,f,down
*,*,*,S,G,Q,*,*,*,s,left
*,*,*,Q,J,R,*,*,*,y,down
*,*,*,Q,G,B,*,*,*,q,left
*,*,*,J,H,X,*,*,*,p,down
*,*,*,N,R,M,*,*,*,r,left
*,*,*,R,L,H,*,*,*,j,down
